"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","본건_주소(ADDRESS)","사례번호(SRNUM)","본건_전용면적(BON_HO_AREA)","사례_주소(SR_ADDRESS)","사례_본번(SR_BUN1)","사례_부번(SR_BUN2)","사례_건물이름(SR_BLDNAME)","사례_거래년월(SR_YYYYMM)","사례_보증금(SR_DEPOSIT)","사례_월세(SR_RENT)","사례_조정_보증금(SR_MOD_DEPO)","사례_조정_월세(SR_MOD_RENT)","사례_건축연도(SR_CON_YEAR)","사례_전용면적(SR_AREA)","사례_층수(SR_FLOOR)"
"1171010400100430003","202102","11560-100205125","11530-100211767","서**별**중** **동**7**4**지**","4","51.45","서**별**양** **동**","0041","0008","세*캐*","202101",8500,29,6338,92,"1992",48.52,2
"1171010100102450006","202104","11650-100245664","11470-100224059","서**별**금** **동**5**1**","4","26.47","서**별**금** **동**","0145","0155","대*도","202009",500,60,2990,58,"2015",30.14,3
"1168010100107800041","202105","11650-6706","11380-100287457","서**별**송** **동**0**7**","1","30","서**별**동** **동**","0371","0004","삼*스*트*","202004",1000,4,6636,72,"2011",51.12,5
"1154510300109640014","202003","11440-16478","11710-100526637","서**별**광** **동**7**1**","2","60.48","서**별**관** **동**","0553","0001","금*블*(*8*3*)","202008",13000,84,3756,58,"2009",28.7,3
"1171011200101480001","202007","11650-100245655","11710-100189683","서**별**강** **동**2**2**","4","26.93","서**별**관** **동**","0424","0011","금*빌","202006",3000,72,5448,55,"2013",59.76,2
"1126010100102970010","202009","11305-100182864","11440-100254002","서**별**성** **동** **2**번**","2","35.95","서**별**강** **동**","0299","0096","인*빌*지","202002",4000,45,2665,61,"2014",46.56,3
"1144012000104570016","202105","11680-9239","11500-100198508","서**별**양** **동**9**1**지**","2","58.23","서**별**구** **동**","0122","0001","시*맨*빌","201911",2000,50,5031,77,"2003",28.71,3
"1165010100100120002","202104","11620-100218281","11740-100229484","서**별**관** **동**4**-**지**","1","37.5","서**별**송** **동**","0028","0014","삼*렉*빌","202004",3000,85,6890,54,"1986",51.39,3
"1174010700104460026","202105","11710-17245","11500-109318","서**별**동**구**안**3**-**지**","3","29.12","서**별**동** **동**","0728","0006","대*빌*(*2*9*6*","201908",13500,55,5713,59,"1988",48.88,3
"1171010400101450010","202011","11215-100232247","11590-100229133","서**별**강** **동**3**5**","2","46.51","서**별**노** **동**","0188","0139","서*스*트*우*","202102",1000,60,5692,43,"1996",29.32,1
"1144011300100160001","202009","11740-100248625","11680-100222570","서**별**강** **동**7**1**지**","2","46.06","서**별**마** **동**","0115","0006","동*","201911",3000,50,5230,40,"2016",29.88,2
"1121510300100590020","202102","11470-100219059","11530-109208","서**별**강** **동**1**2**","3","29.95","서**별**은** **동**","0532","0037","소*밸*(*0*-*)","202104",3000,65,5211,75,"1999",29.66,5
"1141011700100010023","202101","11500-100222603","11710-93746","서**별**송** **동**4**1**지**","3","84.898","서**별**강** **동**","0671","0060","월*빌*차","202006",15000,75,4569,69,"2015",19.27,2
"1150010300103300025","202104","11620-100237653","11410-90833","서**별**마** **동**3**1**지**","3","29.76","서**별**강** **동**","0518","0009","헤*하*스","202105",1000,45,4774,46,"2001",39.63,3
"1174010800104170015","202008","11680-100217989","11710-100242285","서**별**송** **동**4**1**","2","25.11","서**별**광** **동**","0448","0003","대*빌*","201911",5000,115,4075,95,"1994",54.65,5
"1123010600103460021","202101","11530-100191115","11545-100214059","서**별**종** **동**0**","3","35.29","서**별**금** **동**","0393","0003","레*나","202103",2000,80,6030,89,"2018",29.65,2
"1150010300110810000","202012","11500-100205457","11380-100277771","서**별**관** **동**5**6**지**","4","60.1","서**별**강** **동**","0022","0029","미*쉐*빌","202104",13000,60,7303,70,"2017",34.64,3
"1144012500100030038","202006","11260-100226444","11230-100218254","서**별**서**구**천**9**5**지**","1","52.24","서**별**동**구**안**","1050","0072","(*9*-*)","202002",2000,55,4519,107,"2015",49.84,1
"1132010500100800022","202002","11545-100201415","11320-100212725","서**별**관** **동**6**-**번**","1","27.47","서**별**서** **동**","0333","0353","안*빌","201912",10000,63,6732,141,"2011",56.58,4
"1159010900103420065","202004","11215-100220498","11620-85107","서**별**도** **동**9**3**","1","29.85","서**별**강** **동**","0117","0006","해*트*움","202003",8000,45,5809,39,"2016",29.945,3
"1171010400101180025","202004","11305-29106","11710-133105","서**별**마** **동**3**1**","1","56.4","서**별**은** **동**","0067","0086","디*빌*지","202005",2000,34,5005,36,"1984",46.68,3
"1150010200105330009","202103","11440-100260680","11545-44919","서**별**송** **동**8**7**","5","16.75","서**별**구** **동**","0809","0079","세*빌","201910",15000,30,4387,59,"2002",43.74,2
"1171010400101160002","202101","11740-100242738","11590-100223011","서**별**강** **동**6**3**지**","1","56.3","서**별**강** **동**","0974","0023","북*산*리*(*0*,*0*동*","202011",2000,70,6515,77,"2002",29.89,3
"1138010500100150019","202002","11470-2730","11620-72318","서**별**강** **동**3**1**지**","4","63.18","서**별**동** **동**","0056","0033","정*운*","202004",14000,55,5474,70,"2016",49.63,2
"1168011800108930001","202004","11530-100197374","11620-93877","서**별**성** **동**2**2**번**","1","41.29","서**별**은** **동**","1026","0008","휴*무*","202002",2000,40,5928,44,"2008",40.44,4
"1159010200101750029","202009","11410-17612","11530-100234885","서**별**강** **동**8**1**지**","2","41.51","서**별**동** **동**","0834","0004","에*랄* *차","201907",1000,55,4794,42,"2014",49.2,2
"1123010600104300013","202012","11440-100250370","11440-100254831","서**별**강** **동**9**4**지**","2","49.38","서**별**강** **동**","0115","0007","마*레*(*3*-*)","202007",10000,20,10784,41,"2003",129.84,3
"1132010700106090146","202104","11680-10656","11710-100493901","서**별**광** **동**2**7**","5","39.12","서**별**성** **동**","0100","0013","(*8*-*5*","202003",15000,64,5377,45,"2002",68.45,3
"1174010500102280005","202103","11260-100182337","11530-33644","서**별**송** **동**4**2**지**","1","46.25","서**별**서** **동**","0222","0077","다*2*","201909",3000,32,4090,88,"2017",57.65,6
"1171011400100870019","202009","11305-14248","11380-100214099","서**별**영**구**평**가**0**번**","5","51","서**별**금** **동**","0466","0017","(*5*-*7*)","202009",3000,105,4427,70,"2002",41.32,4
"1121510500106250023","202011","11545-100246992","11680-100218658","서**별**동** **동**1**5**","3","244.96","서**별**중** **동**","0247","0000","(*5*-*4*","201911",10000,50,5592,45,"2002",28.25,4
"1171010600100570007","202002","11170-4738","11140-100206392","서**별**강** **동**7**지**","5","48.88","서**별**은** **동**","0544","0013","우*(*0*-*외*","202008",12000,60,4103,58,"2014",43.625,4
"1150010200105100002","202104","11305-13285","11710-100518009","서**별**강** **동**2**1**","4","41.62","서**별**구** **동**","0017","0015","하*징*브*A*","202106",15000,122,5883,72,"2001",29.75,4
"1165010100105930073","202009","11500-3589","11290-100215906","서**별**성** **곡**7**4**지**","4","42.62","서**별**강** **동**","0094","0009","삼*드*빌","202002",4000,65,6063,71,"2017",65.64,2
"1162010200116640025","202005","11440-32474","11530-36266","서**별**강** **동**0**2**번**","5","49.33","서**별**도** **","0942","0015","호*빌","201912",15000,25,3386,44,"2004",60.06,3
"1138010400105160010","202011","11590-100227465","11500-100267602","서**별**영**구**길**2**-**번**","2","28.7","서**별**강** **동**","0081","0017","그*파*빌*5*1*6*","202101",500,60,4923,69,"2014",35.36,2
"1150010300100560370","202006","11530-100222054","11650-100259293","서**별**구** ** **1**번**","5","32.5","서**별**은** **동**","0003","0031","진*아*빌","201909",1500,71,4431,65,"2001",43.18,2
"1156013000100650000","202006","11500-3589","11230-100246569","서**별**도** **동**1**지**","5","27.85","서**별**구** **동**","0003","0004","(*4*-*1*","202003",8000,70,4571,54,"2011",84.73,2
"1171011400101590217","202003","11590-100232406","11305-100183158","서**별**강** **동**7**1**번**","1","50.22","서**별**강** **동**","0256","0003","休*h*u*e*","202010",28500,75,6432,63,"2001",53.37,2
"1171010800100080010","202103","11230-100246799","11260-100197948","서**별**서** **동**5**4**","1","54.03","서**별**양** **","0297","0000","베*하*스","202007",2000,60,5238,41,"2014",45.4,4
"1162010200106080007","202104","11545-8679","11470-108741","서**별**강** **동**5**6**","3","49.19","서**별**강** **","0544","0008","금*주*","202002",8000,50,5217,44,"2016",28.81,1
"1141011900100050069","202010","11230-100218493","11710-100503909","서**별**동**구**안**4**-**지**","4","59.75","서**별**금** **동**","0061","0002","(*3*-*1*","202001",5000,50,3160,64,"2019",61.88,2
"1153010600102410148","202104","11680-100222020","11380-100237939","서**별**강** **동**2**-**번**","3","58.35","서**별**강** **동**","0313","0034","신*팰*스","202103",1000,18,4976,41,"2018",63.57,2
"1121510500102250045","202011","11500-100249165","11470-100209240","서**별**양** ** **3**번**","3","68.46","서**별**양** **동**","0068","0016","한*빌*B","201910",1000,60,4918,64,"2009",51.54,17
"1121510300102360009","202101","11380-100245770","11620-115762","서**별**성** **동**3**9**지**","1","48.24","서**별**종** **동**","0966","0010","두*빌*","202104",12000,50,6032,55,"2007",63.21,3
"1150010300103460092","202004","11215-100253111","11290-120557","서**별**구** **동**0**7**","1","32.72","서**별**송** **동**","0045","0069","성*하*빌*4*0*2*)","201907",5000,60,5009,50,"2009",29.78,2
"1138010500100160042","202104","11650-100275375","11470-100206802","서**별**송** **동**9**1**","4","44.49","서**별**송** **동**","0436","0006","현*빌*지*6*3*6*)","202007",12000,50,8221,48,"1999",24.84,5
"1150010200105100002","202004","11590-100240594","11215-100181900","서**별**종** **동**5**1**","1","41.32","서**별**강** **동**","0056","0010","삼*빌*지","202009",1000,80,5135,103,"2003",49.24,2
"1126010100105500032","202005","11500-12500","11110-32368","서**별**중** **동**2**2**번**","3","38.28","서**별**광** **동**","1015","0002","토*아*스*","201910",15000,50,5044,41,"1996",53.55,3
"1174010900101130022","202008","11470-13686","11620-100233107","서**별**중** **동**3**1**번**","3","59.04","서**별**성** **동**","0030","0139","영*타*","202104",5000,70,4865,48,"2016",33.11,2
"1141011900103160024","202004","11590-100226885","11740-100250545","서**별**광** **동**4**9**","4","27.93","서**별**송** **동**","0015","0008","현*에*빌*1*3*4*)","202012",5000,40,8599,32,"2016",36.96,2
"1168010800101820006","202101","11740-100216609","11740-100216463","서**별**마** **동**3**1**지**","5","58.65","서**별**중** **동**","0856","0002","G*n*g*n*1*t","202105",3000,50,5587,74,"1995",34.2,3
"1153010900102130021","202001","11380-33363","11545-100240640","서**별**관** **동**7**번**","1","27.56","서**별**송** **동**","0484","0039","E*o*V*u","202104",20000,2,9111,78,"2015",63.5,3
"1154510300107960019","202001","11590-100221865","11500-88568","서**별**구** ** **3**1**","3","54.02","서**별**송** **동**","0287","0015","태*아*리*(*9*3*)","201910",5000,30,6147,37,"2016",41.32,1
"1126010100101450061","202105","11260-100210049","11500-100181681","서**별**구** **동**8**1**","5","19.678","서**별**영**구**산**가**","0111","0244","삼*타*빌","201910",200,70,2988,156,"2016",24.84,2
"1120010700101680002","202002","11320-100209795","11380-100228748","서**별**도** **동**6**1**지**","1","52.86","서**별**광** **동**","0022","0009","선*하*츠","201908",2000,40,4588,93,"2016",25.26,1
"1159010700102800001","202003","11710-4430","11530-63274","서**별**구** **동**2**6**","2","47.34","서**별**강** **동**","0167","0010","성*주*","202101",19000,50,4005,134,"2012",52.5,3
"1150010300111300007","202102","11500-25151","11680-132800","서**별**광** ** **3**0**","3","69.06","서**별**중** **동**","0152","0038","태*아*빌","202003",5000,55,5049,72,"2003",29.96,1
"1159010200101880025","202008","11440-21631","11470-100229487","서**별**송** **동**0**2**","5","29.27","서**별**양** **","0004","0012","토*아*스*","202012",3000,10,6173,63,"2015",51.29,3
"1174010500104070001","202101","11470-100220682","11710-176310","서**별**양** **동**2**8**","2","47.72","서**별**관** **동**","0164","0004","조*하*모*딩","202101",3000,60,2924,71,"2014",29.98,2
"1153010800100030028","202101","11710-100504216","11290-100233699","서**별**양** **동**5**2**지**","1","49.62","서**별**도** **동**","0044","0031","우*하*츠*","202003",2000,7,9726,70,"2015",14.46,3
"1171011100102100001","202101","11680-100212387","11170-100209741","서**별**마** **동**9**6**","1","60.48","서**별**은** **동**","0927","0001","금*펠*스*0*동*0*동","202009",4000,80,6126,60,"2015",79.56,3
"1153011000100450032","202012","11500-24618","11305-100220020","서**별**은** **동**8**3**","1","28.45","서**별**송** **동**","0555","0003","팰*스*운*4*1*1*)","201909",1000,18,2924,71,"2002",58.87,2
"1150010300100560604","202104","11230-100246186","11560-100229261","서**별**도** **동**6**6**지**","3","27.67","서**별**동**구**안**","0268","0029","(*1*-*6*","202102",1000,60,3649,43,"2001",59.37,3
"1165010100109140018","202008","11305-100217305","11350-100209736","서**별**관** **동**9**1**번**","5","58.16","서**별**양** **","0204","0045","남*주*","201911",30000,85,3871,35,"2016",46.49,2
"1162010100115590005","202010","11500-25151","11500-100259846","서**별**강** **동**7**1**지**","5","41.38","서**별**송** **동**","0451","0172","(*6*-*2*","202005",10000,70,4016,59,"1987",67.68,2
"1121510100102110024","202104","11305-100211655","11260-100248357","서**별**강** **동**5**1**지**","1","35.93","서**별**마** **동**","0560","0013","(*7*7*","202010",7000,30,4404,45,"2012",54.6,1
"1156010500101170002","202009","11680-20542","11560-100226121","서**별**강** **동**4**2**번**","5","48.4","서**별**송** **동**","0741","0006","힐*우*","201908",5000,10,4892,73,"2019",53.42,2
"1138011000200100022","202102","11710-14959","11680-100257813","서**별**구** ** **7**번**","1","117.22","서**별**중** **동**","0860","0031","미*주*","202103",10000,40,2471,61,"2018",59.24,2
"1135010500103890230","202102","11380-100252918","11215-100222178","서**별**송** **동**2**1**지**","4","36.99","서**별**강** **동**","0470","0249","(*9*8*","202009",3000,60,4873,74,"2012",25.82,5
"1174010900102210051","202006","11545-100213237","11320-46386","서**별**서**구**은**4**-**번**","2","25.79","서**별**관** **동**","0105","0217","한*스*이*","202101",20000,40,4219,67,"2019",40.77,3
"1129013900100420011","202101","11500-100321156","11680-100216583","서**별**강** **동**2**5**지**","2","53.58","서**별**금** **동**","0341","0005","로*빌","202001",1000,50,5184,85,"2016",55.71,3
"1168010100106600027","202007","11470-100218522","11710-69888","서**별**은** **동**7**1**번**","2","40.74","서**별**은** **동**","0200","0017","테*캐*","202011",12000,54,3458,56,"2012",26.37,3
"1174010900100520015","202105","11560-100218216","11620-100210616","서**별**광** **동**3**6**지**","4","45.83","서**별**송** **동**","1271","0007","동*파*빌","202002",200,10,8090,68,"2017",45.64,5
"1171010600101690007","202012","11530-3378","11680-100265449","서**별**광** ** **3**0**","2","47.69","서**별**서** **동**","0948","0009","베*하*스*","201912",1000,30,5305,48,"2012",28.73,3
"1129010100101450020","202006","11470-100216733","11320-100204546","서**별**강** **동**4**4**","2","45.15","서**별**송** **동**","0873","0009","M*I*A*M*안*","202009",3000,80,5022,51,"2002",45.18,1
"1147010200104980018","202011","11470-100205701","11470-131549","서**별**마** **동**7**5**","1","41.04","서**별**노** **동**","0519","0003","공*대*o*s*","201909",3000,2,4164,55,"1992",50.58,2
"1153010900101870023","202003","11380-100252797","11500-100306936","서**별**송** **동**1**4**","1","30.24","서**별**강** **동**","1209","0014","(*5*2*)","202004",3000,60,5246,62,"2008",29.85,2
"1150010300109820012","202010","11680-100295943","11470-132221","서**별**동** **동**1**4**번**","1","59.34","서**별**송** **동**","0519","0004","두*베*티*","202004",3000,85,5594,61,"2002",52.13,3
"1171010400100880017","202105","11560-100225800","11590-100229134","서**별**양** ** **3**8**","4","44.81","서**별**강** **동**","0040","0008","보*닉*운","201910",8000,70,6112,45,"1985",29.09,3
"1150010300100560387","202101","11500-100199953","11620-100237914","서**별**구** **동**1**2**","1","37.65","서**별**은** **동**","0442","0480","씨*하*스*4*5*1*)","201912",4000,65,28160,61,"2016",74.9,6
"1121510500102270252","202001","11500-100297980","11200-100227580","서**별**도** **동**3**7**지**","5","77.45","서**별**강** **산**","0293","0000","엘*시*2","202008",5000,25,4989,38,"2012",29.99,5
"1120010500107950001","202001","11650-100243874","11710-100499020","서**별**은** **동**7**9**","2","36.36","서**별**양** **동**","0119","0012","큐*투","202003",13000,10,7473,59,"2013",39.19,4
"1120010500107670005","202001","11710-100231597","11215-85646","서**별**광** **동**1**1**지**","2","25.5","서**별**관** **동**","0023","0006","(*1*-*6*","202104",12000,7,4836,57,"2015",55.8,2
"1171010600100660008","202102","11560-100255156","11215-100242768","서**별**서** **동**5**-**지**","3","34.2","서**별**강** **동**","0097","0004","삼*파*빌*7*8*2*)","202005",15000,25,5677,69,"2014",69.83,5
"1150010300100560703","202011","11680-100239827","11680-100250901","서**별**강** **동**2**3**지**","4","36.2","서**별**강** **동**","0443","0020","동*빌*","202105",36500,19,4034,67,"2011",28.64,3
"1135010300106440039","202102","11590-100181564","11530-100241075","서**별**양** **동**3**6**","4","32.79","서**별**강** **","0531","0003","빌*비*","202011",2000,100,3148,118,"2002",29.85,1
"1121510100101140005","202005","11680-100249010","11350-100202764","서**별**송** **동**8**1**","4","51.04","서**별**광** **동**","0694","0005","정*운*","202106",4000,10,5084,66,"2012",16.02,3
"1138010800100360057","202005","11545-3495","11560-100216674","서**별**마** **동**0**1**지**","4","38.49","서**별**은** **동**","0259","0019","주*빌*(*3*-*)","201911",2000,60,4932,43,"2014",25.77,2
"1168011400106560006","202008","11710-100503785","11545-100217644","서**별**금** **동**1**9**","4","40.4","서**별**동** **방**","0006","0019","녹*파*빌","202008",16500,50,6188,50,"2009",43.26,5
"1153010800101520000","202012","11620-100234013","11680-100255825","서**별**강** **동**9**1**2**","1","39.63","서**별**성** **동**","1083","0013","방*주*7*","201912",10000,45,2060,48,"2019",29.62,4
"1174010800103880015","202002","11230-100230113","11740-100173741","서**별**강** **동**1**9**","1","34.93","서**별**금** **동**","0454","0052","아*스*","201909",3000,55,4346,78,"2013",47.58,2
"1126010100101330019","202007","11215-100202621","11740-100208183","서**별**구** **동**7**0**","1","40.16","서**별**광** **동**","1219","0013","한*스*트*(*0*-*4*","201911",20000,50,4979,76,"2016",61.87,2
"1121510100101410034","202008","11740-100225192","11500-100255694","서**별**광** **동**9**1**지**","1","43.95","서**별**양** **동**","0503","0001","6*0*4*","202004",10000,180,6210,54,"2007",55.76,4
"1154510200109550001","202010","11530-3608","11680-150776","서**별**강** **동**5**1**지**","2","48","서**별**양** **","0860","0005","청*빌*3*9*1*)","202008",5000,110,5758,55,"2008",56.07,1
"1132010500105070061","202005","11110-100207645","11500-100272094","서**별**양** ** **3**번**","1","59.04","서**별**강** **동**","0077","0004","진*펠*체*동","202105",14000,15,2695,51,"2008",77.61,4
"1168010600109290005","202001","11680-3270","11530-100195582","서**별**관** **동**6**8**","1","18.47","서**별**강** **동**","0167","0052","대*빌*지","201909",10000,57,3963,69,"2013",41.32,2
"1168010100106580016","202012","11590-11522","11440-100185073","서**별**노** **동**3**1**지**","4","57.24","서**별**금** **동**","0130","0007","우*아*빌*차","202007",5000,79,6949,57,"2016",58.62,4
"1174010800105210001","202006","11215-100248929","11500-100196763","서**별**구** **동**9**2**","4","46.66","서**별**은** **동**","0007","0006","다*빌","201908",7000,70,8845,56,"2008",78.75,5
"1171010500102590012","202102","11500-100289720","11530-100192307","서**별**서** **동**4**4**","2","54.92","서**별**양** **동**","0040","0003","궁*빌*","202008",6000,50,3911,53,"2008",40.98,3
"1123010600103380011","202010","11710-100513318","11260-100237780","서**별**강** **동**3**2**지**","3","32.07","서**별**금** **동**","0444","0081","서*베*트*","201907",10500,20,3093,70,"2016",39.35,2
"1120011400106561041","202004","11350-100190714","11215-100231958","서**별**마** **동**4**9**","2","190.5","서**별**중** **","0320","0008","대*A*1*-*5*","201908",25000,50,4626,48,"2017",26.24,2
"1153010800102340002","202011","11410-100196837","11530-100199803","서**별**동** **동**9**1**번**","4","52","서**별**강** **동**","0072","0042","에*랄* *차","201911",3000,4,2396,61,"2008",67.095,4
"1150010200106470004","202006","11530-3157","11380-100249083","서**별**강** **동**2**6**","3","30.92","서**별**동** **동**","0481","0007","(*3*1*0*","201912",5000,105,6524,41,"2000",58.77,4
"1159010200103020000","202103","11440-32279","11500-100279625","서**별**종** **동**6**1**번**","3","38.03","서**별**구** **","0442","0012","헤*티*","202103",35000,13,7578,70,"2002",41.32,2
"1168010100107820007","202004","11710-14746","11710-60852","서**별**송** **동**7**2**지**","1","37.74","서**별**양** **","0431","0001","삼*아*빌*동","202001",2000,44,4728,47,"2009",29.94,2
"1162010200117400000","202012","11710-100462142","11530-137632","서**별**송** **동**3**6**","3","58.87","서**별**은** **동**","0891","0145","네*트*2*","202102",1000,60,10426,90,"2017",40.32,2
"1129011300100330002","202003","11380-18697","11740-100205365","서**별**은** **동**2**번**","1","55.13","서**별**강** **동**","0791","0046","한*e*운*1*2*3*)","202106",14000,63,3904,49,"2016",46.49,3
"1138010900102700036","202103","11440-100219442","11650-100265045","서**별**강** **동**5**7**","3","59.49","서**별**은** **동**","0361","0001","(*7*6*)","202004",2000,95,7698,64,"2016",52.56,2
"1126010300104570000","202003","11290-100232113","11680-100222461","서**별**강** **동**4**3**","4","29.76","서**별**금** **동**","1045","0003","삼*레*빌*3*7*3*)","201911",32000,40,2786,49,"2008",39.19,2
"1174010800103820017","202001","11740-100258853","11620-100226842","서**별**강** **동**7**4**지**","1","39.86","서**별**강** **동**","0145","0002","(*8*2*)","202011",2000,45,12004,69,"2016",54.6,3
"1147010300100670003","202011","11590-100236787","11545-100197435","서**별**양** ** **7**번**","2","29.97","서**별**송** **동**","0244","0000","성*하*빌*4*0*2*)","201908",12000,60,9755,67,"1988",43.83,2
"1129013600100901117","202008","11530-3619","11470-100212355","서**별**광** **동**7**1**번**","1","35.05","서**별**마** **동**","0167","0002","(*산*봄*의*","202002",300,30,4232,109,"2012",38.79,3
"1171011100101330009","202103","11680-100219809","11680-172736","서**별**성** **동**3**2**번**","1","26.35","서**별**강** **동**","0250","0011","월*빌*","202003",3000,25,8739,69,"2016",26.48,4
"1168010100106740032","202105","11170-100217999","11710-100478489","서**별**은** **동**4**6**","1","61.79","서**별**도** **동**","0927","0029","더*라*","201908",25000,50,7039,38,"1987",47.71,3
"1171011100101690015","202009","11680-20119","11680-100278508","서**별**중** **동**5**지**","1","24.99","서**별**강** **동**","0485","0016","롯*타*","201912",2000,40,5896,64,"2008",61.2,3
"1150010300109320008","202004","11500-1736","11380-100252304","서**별**강** **동**2**6**","2","50.35","서**별**종** **동**","0233","0075","6*0*4*","202010",5000,40,7680,63,"2011",45.16,2
"1121510500106470013","202004","11680-100218825","11380-100246606","서**별**용** **동**-**번**","1","46.3","서**별**송** **동**","0158","0007","행*한*","202002",2000,10,7314,48,"2002",46.56,2
"1153010800101080001","202012","11215-100217807","11305-100183606","서**별**마** **동**8**3**지**","2","27.42","서**별**강** **동**","0130","0094","금*파*빌*","202005",5000,80,6254,58,"2014",17.36,2
"1168010500100950004","202008","11170-100205876","11200-100209684","서**별**구** **동**1**7**지**","3","51.02","서**별**양** **동**","0190","0002","신*용*3*1*2*)","202009",1000,130,7546,50,"2002",56.3,4
"1162010100106490172","202003","11710-100552756","11530-115763","서**별**동** **동**2**3**","1","46.02","서**별**마** **동**","0456","0006","대*미*가*2*0*1*2*","202006",34000,80,4709,73,"2016",29.34,6
"1111010400100500015","202005","11470-100227748","11680-187586","서**별**마** **동**6**2**지**","1","43.23","서**별**동**구**안**","0235","0304","진*빌*6*8*2*)","202011",12000,7,10019,83,"2012",49.8,3
"1168010300112560003","202010","11380-100194591","11710-129107","서**별**도** ** **1**2**","1","49.82","서**별**서** **동**","0033","0012","다*이*빌*2*3*6*)","201907",5000,40,3874,58,"2016",40.68,2
"1144012400104870088","202012","11230-100218063","11305-100202019","서**별**마** **동**2**지**","3","26.37","서**별**은** **동**","0314","0011","세*캐*","201908",10000,42,7725,54,"2012",63.45,2
"1171010400101170041","202003","11320-100204303","11620-100236992","서**별**서** **동**5**-**지**","2","39.13","서**별**금** **동**","0616","0079","다*빌","202005",7000,73,4936,85,"2002",41.45,3
"1168010800102640003","202003","11545-100212878","11740-100173645","서**별**강** **동**0**5**지**","2","64.27","서**별**강** **동**","0004","0015","진*빌*4*3*3*)","202004",3000,12,4364,52,"2015",27.7,2
"1150010300101550056","202004","11740-100257863","11740-100247766","서**별**강** **동**8**1**지**","4","60.7","서**별**양** **동**","0691","0108","G*n*g*n*1*t","201911",24100,25,3931,88,"2003",29.97,4
"1147010300109650007","202102","11740-19045","11290-119113","서**별**송** **동**1**9**","2","27.04","서**별**도** **동**","0056","0000","이*턴*","202010",9000,20,6943,39,"2013",29.58,2
"1147010200105550007","202004","11530-3177","11710-100472678","서**별**성** **동** **2**번**","4","40.99","서**별**금** **동**","0562","0253","금*빌*","202006",17000,17,6743,51,"2017",15.885,2
"1154510300106550005","202105","11260-100238318","11650-100267419","서**별**송** **동**1**1**지**","5","26.5","서**별**강** **동**","0603","0940","진*펠*체*동","202001",5000,60,7378,83,"2015",25.8,3
"1174010700104720005","202103","11500-100265193","11560-100226119","서**별**강** **동**3**7**","1","76.14","서**별**강** **동**","0479","0076","신*전*라*3*7*9*","202012",3000,120,3299,64,"2013",29.96,3
"1153010800100680021","202103","11680-100249949","11500-100203792","서**별**양** **동**6**4**","3","54.2","서**별**강** **동**","0245","0068","삼*빌*트","202102",4000,60,7078,58,"2002",64.73,2
"1153010700103210002","202012","11440-100191012","11590-65109","서**별**은** **동**7**4**","1","43.92","서**별**강** **동**","0410","0011","스*이*","202009",33000,70,9015,49,"2010",84.84,4
"1174010800105290008","202002","11530-3155","11380-100253713","서**별**양** **동**6**1**지**","2","66.49","서**별**강** **동**","0318","0000","(*8*-*5*","201907",1400,60,5581,61,"2008",29.52,4
"1126010100113520000","202004","11560-100225800","11500-155313","서**별**관** **동**5**3**지**","2","75.09","서**별**강** **동**","0030","0008","아*시*","202007",3000,45,6256,80,"1987",29.89,5
"1111010800100810000","202103","11620-100240972","11305-42169","서**별**송** **동**7**1**지**","5","43.5","서**별**은** **동**","1014","0006","마*바*","201907",500,85,3078,56,"1982",29.73,4
"1174010800104340007","202003","11260-100203607","11500-100203144","서**별**금** **동**6**1**지**","5","57.49","서**별**양** **","0991","0021","서*주* *동","201912",10000,55,7619,67,"2002",46.38,5
"1162010100101960190","202009","11680-100213227","11710-100467687","서**별**동** **동**8**2**지**","1","43.92","서**별**구** **동**","1231","0386","연* *니*빌","202002",5000,50,6769,96,"2004",22.56,2
"1153010700103040008","202009","11500-100314565","11680-100202537","서**별**강** **동**0**-**번**","1","38","서**별**강** **동**","0341","0006","명*아*빌","202005",3000,60,3945,66,"2001",51.29,4
"1150010300100560111","202009","11260-100227927","11710-100520636","서**별**중** **동**2**2**지**","1","48.99","서**별**동**구**안**","0177","0010","(*5*2*0*","201909",4000,120,3696,72,"2001",51.39,3
"1132010500105320071","202008","11440-100182524","11380-100299163","서**별**도** ** **8**9**","2","29.98","서**별**광** **동**","0197","0009","다*림","202007",10000,75,6900,45,"2014",63.69,3
"1135010300105130035","202105","11560-100238168","11320-100205370","서**별**강** **동**6**4**","1","54.22","서**별**강** **동**","0218","0013","산*가*1*1*-*3*","202001",3000,80,7624,55,"2016",29.71,2
"1132010700106080146","202003","11170-100216259","11230-100231679","서**별**강** **동**5**1**지**","2","29.78","서**별**강** **동**","1070","0128","포*스*캐*","202010",5000,80,3583,74,"1987",77.97,2
"1121510500105930026","202009","11500-100221420","11740-81524","서**별**강** **동**5**2**지**","1","59.73","서**별**은** **동**","0220","0002","삼*레*빌*3*7*3*)","202008",5000,18,4317,44,"2014",43.14,3
"1147010300110660000","202009","11230-100241742","11710-64219","서**별**강** **동**3**번**","1","38.28","서**별**금** **동**","0144","0006","로*빌","202103",1000,40,2098,60,"2016",40.29,5
