"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","경도(LNG)","위도(LAT)","건물이름(BLDNAME)","(건물)동이름(DONGNAME)","주용도코드(JYONGDO_CODE)","주용도명(JYONGDO)","대지면적(DJAREA)","건축면적(GCAREA)","건폐율(GPRATE)","연면적(YAREA)","지상연면적(JSYAREA)","용적률(YJRATE)","건물높이(HIGH)","지상_층수(JSFLOOR)","지하_층수(JHFLOOR)","세대_수(SEDECNT)","사용_승인일(SYDATE)","건축년도(BUILDYEAR)","지역지구(JYJG)","전세시세_산정_세대_수(HO_COUNT1)","월세시세_산정_세대_수(HO_COUNT2)"
"1159010500102040104","202006","11230-16551","서**별**양** **동**5**2**","11620","10100","1","0776","0035",126.972755440052,37.55017092116,"","","02000","공동주택",122,528.95,46.35,241.36,212.22,229.13,13.1,5,1,4,"20171013","0","준주거지역",0,12
"1144011400100060276","202011","11680-18896","서**별**광** **동**5**4**","11440","10200","1","0713","0009",126.91713898415,37.5671266672814,"예* *마*빌","","02000","공동주택",152.4,116.28,59.41,390.49,257.71,199.48,11.89,4,0,9,"19900208","2002","제2종일반주거지역",7,13
"1138010400102620021","202102","11380-33662","서**별**구** **동**7**3**","11650","10400","1","1185","0003",126.914277105725,37.53364659964,"","","02000","공동주택",9088,289.6,59.09,451.91,219,194.23,11.6,6,1,4,"19920326","0","일반주거지역",6,4
"1141011100103610054","202102","11710-100458915","서**별**용** **동**9**2**","11740","10800","1","0607","0206",127.090514516964,37.5517995067819,"세*빌","1동","02000","공동주택",369.41,130.38,0,644.32,0,270.89,15.2,2,1,7,"20060403","0","제2종일반주거지역",4,10
"1129013300108220004","202105","11710-100189962","서**별**은** **동**0**3**","11380","10200","1","0182","0016",127.032891430713,37.483104256354,"","","02000","공동주택",442,181.17,59.8,648.06,183.15,187.06,13.9,5,0,6,"19950414","0","도시지역",8,4
"1153010700101300028","202011","11305-29279","서**별**중** **동**7**3**","11710","10900","1","0025","0069",126.92927820351,37.533747110094,"자* *스*임*7","","02000","공동주택",224,514.93,42.4,254.44,141.06,222.12,12.9,5,0,18,"20080103","0","제2종일반주거지역",14,7
"1153010800100810128","202101","11545-13660","서**별**강** **동**1**1**","11500","10100","1","0969","0001",127.093246541401,37.567850453486,"J*타*","","02000","공동주택",242.8,179.32,50.12,48.36,485.24,358.54,11.7,5,1,13,"19770924","0","제2종일반주거지역",9,8
"1111011700101000000","202010","11230-100242243","서**별**양** **동**0**1**","11620","10600","1","0368","0001",127.067972691191,37.55270797661,"","101동","02000","공동주택",276.5,159.02,27.26,657.51,648.43,181.31,0,5,1,8,"20140124","0","제2종일반주거지역",14,8
"1150010300110680018","202003","11410-30755","서**별**은** **동**4**1**","11710","10400","1","0131","0060",127.068904368565,37.568216584102,"","","02000","공동주택",1045,136.38,51.32,498.28,567.25,183.37,7.9,4,1,6,"20030224","2018","준공업지역",12,2
"1111017300100010819","202002","11470-4709","서**별**강** **동**5**1**","11380","10300","1","0327","0002",126.940293136277,37.504943257825,"세*에*그*","","02000","공동주택",215,69.91,58.68,112.86,639.98,0,15.7,2,1,15,"19971222","0","",3,30
"1165010200100640003","202105","11500-100206479","서**별**노** **동**0**2**","11260","10200","1","0166","0035",127.018968159379,37.47551287471,"","","02000","공동주택",231,292.86,71.27,516.74,262.93,189.6,0,4,0,8,"19970919","2012","제2종일반주거지역",16,15
"1144010900100810073","202004","11380-16955","서**별**영**구**길**1**-**","11200","10200","1","0013","0019",126.917708033355,37.48515918498,"비*","","02000","공동주택",330,125.71,59.67,647.06,573.76,199.94,15.8,3,1,8,"20181129","2008","제1종일반주거지역",6,4
"1174010600104550000","202008","11530-100256401","서**별**서** **동**-**","11710","11100","1","0399","0019",127.055231806694,37.610708482602,"호*주*","1동","02000","공동주택",207,144.6,58.21,475.72,161.04,136.86,15,2,0,7,"19980508","0","도시지역",14,8
"1144012500106070006","202103","11590-14640","서**별**송** **동**7**","11200","10300","1","0473","0011",127.019326228951,37.589068260616,"한*아*린","흥원빌리지","02000","공동주택",205,97.06,58.75,437.27,401.25,161.26,13.2,4,0,8,"19871127","2016","제2종일반주거지역",4,7
"1147010200104970015","202004","11470-6330","서**별**동** **동**6**1**","11305","11400","1","0076","0018",127.033866519798,37.583019362982,"다*네*트*","","02000","공동주택",185,106.62,50.74,654.8,587.75,203.95,15.4,5,1,6,"20180809","0","",4,12
"1130510200101480326","202008","11440-100210688","서**별**강** ** **6**","11110","10300","1","0159","0017",127.043141403123,37.592095687499,"","","02000","공동주택",136,87.69,55.64,416.15,640.59,105.37,14.55,6,1,6,"20140114","2001","",6,4
"1171011400103680019","202004","11380-18747","서**별**노** **동**8**","11215","10800","1","0932","0011",126.947268814702,37.480709535207,"","A동","02000","공동주택",227.8,216.68,59.82,659.95,248.76,198.96,13.2,5,0,6,"19960708","2015","일반주거지역",7,11
"1150010200105150006","202008","11305-100181792","서**별**강** **동**6**1**","11440","10300","1","0202","0022",126.905840288494,37.531776356569,"예*팰*스*4*","111동","02000","공동주택",248,105.84,0,2745.71,197.91,0,0,2,0,8,"19860628","0","",16,8
"1138010400104480003","202008","11470-8237","서**별**송** **동**3**9**","11560","10100","1","0157","0069",126.848624269564,37.5358887648501,"예*네*빌","102동","02000","공동주택",159,0,49.84,643.02,494.88,220.32,13.45,5,1,11,"19910803","0","제2종일반주거지역",2,8
"1150010300103720082","201912","11380-100191051","서**별**송** **동**1**9**","11590","16200","1","0200","0042",126.914161057244,37.502255425843,"","","02000","공동주택",232.16,83,59.9,382.19,333.12,180.48,16.1,5,1,7,"20150212","2006","제2종일반주거지역",2,8
"1129013800102300166","202011","11350-15248","서**별**서** **동**7**1**","11650","10300","1","1236","0017",127.076776151939,37.505781718131,"","","02000","공동주택",187.4,187.42,59.62,466.98,519.78,199.29,14.2,5,0,18,"19950322","0","준주거지역",2,3
"1141011800102940051","202101","11380-100209665","서**별**은** **동**0**1**","11680","13500","1","0011","0164",126.945257359636,37.5264729994932,"","","02000","공동주택",241,104.9,26.59,659.91,0,140.98,0,4,0,10,"19891216","2002","제2종일반주거지역",15,8
"1138010800100600046","202008","11500-5932","서**별**금** **동**0**-**","11290","10300","1","0007","0016",127.088941005295,37.5003550795616,"","","02000","공동주택",1106.4,71.78,59.97,3150.3,516.28,226.36,12.79,5,0,6,"20041125","0","제2종일반주거지역",4,3
"1162010200106100207","202007","11110-18633","서**별**중**장**2**1**-**7**","11320","11000","1","0057","0000",126.929428766762,37.4877100315203,"","","02000","공동주택",177,138.75,59.38,659.83,365.09,0,14.55,5,0,8,"19890202","2003","",4,12
"1120012200100490007","202004","11230-19948","서**별**강** **동**9**2**","11500","10300","1","0638","0011",127.010878051931,37.510266303411,"","디딤빌리지","02000","공동주택",119,143.73,59.14,1380.32,394.07,160.51,7.9,5,1,18,"20071025","2019","제1종일반주거지역",10,4
"1156013200102530259","202004","11380-19061","서**별**송** **동**0**1**","11305","13300","1","0482","0034",127.095349501809,37.589971759443,"한*캐*","","02000","공동주택",348,109.57,56.65,626.6,497.06,0,17.2,6,1,8,"20030808","0","일반주거지역",10,14
"1168010300112310021","202104","11620-15622","서**별**강** ** **3**0**","11620","10200","1","0062","0001",127.041215656613,37.493695474066,"","","02000","공동주택",254.3,142.92,59.79,246.66,382.28,199.89,18.7,4,0,8,"19960410","2002","일반주거지역",5,8
"1171011200101240006","202009","11440-27273","서**별**마** **동**1**1**","11320","10300","1","0410","0000",127.090804584626,37.473536384232,"","","02000","공동주택",492,165.19,47.26,384.12,560.74,249.09,12.3,2,0,8,"20040102","0","도시지역",10,4
"1138011000101570034","202001","11500-21621","서**별**종** **동**6**1**","11545","11100","1","0029","0000",127.090291480105,37.4820406545981,"풀*음*크*","","02000","공동주택",168.4,302.38,59.59,646.52,108.24,236.4,13.1,5,0,10,"20121002","2012","도시지역",2,16
"1156012800101740000","202011","11215-100230027","서**별**종** **동**7**4**","11380","10500","1","0877","0035",127.100189306958,37.505668710919,"","","02000","공동주택",354.7,147.56,59.91,463.34,202.62,197.03,11.2,5,1,4,"20190102","0","제2종일반주거지역",3,9
"1174010900102330002","202007","11740-5119","서**별**마** **동**1**1**","11500","10400","1","0372","0123",127.014646420524,37.602663421334,"삼*빌*","","02000","공동주택",145,108.94,59.55,630.49,374.71,220.05,11.95,4,1,9,"20011012","0","준공업지역",8,8
"1141011700105200120","202003","11680-3650","서**별**은** **동**1**1**","11290","10600","1","0330","0012",126.83771550506,37.53878441288,"한*위*스","","02000","공동주택",121.7,121,59.89,243,0,99.62,13.9,6,0,6,"20171020","2006","제1종일반주거지역",4,8
"1117011700101960001","202004","11620-34200","서**별**강** **동**6**","11470","10300","1","0167","0052",127.138808008225,37.585388261445,"","","02000","공동주택",281.4,155.53,25.61,658.72,564.72,199.31,0,2,0,21,"20000614","0","제2종일반주거지역",6,7
"1130510300105160026","202103","11320-100207903","서**별**은** **동**1**1**","11260","10800","1","0301","0001",127.022841822877,37.521517473564,"","","02000","공동주택",230.3,105,59.8,309.27,522.72,162.47,0,3,0,12,"20130527","2002","",6,4
"1138010800100500004","202010","11500-22744","서**별**강** **동**2**-**","11500","10500","1","0186","0018",127.08438602841,37.589268230136,"","","02000","공동주택",808.67,115.1,0,584.58,626.54,299.21,14.3,5,1,12,"19741026","2015","제2종일반주거지역",12,5
"1162010100116280028","202105","11470-10050","서**별**용** **고**1**-**","11410","10800","1","0170","0032",127.075821535864,37.53976538866,"성*스*팰*스","","02000","공동주택",396.7,249.79,57.8,311.58,659.83,166.86,14.5,2,0,8,"19941220","0","일반주거지역",11,3
"1141012000101040006","202002","11530-7219","서**별**송** **동**1**7**","11380","10100","1","0034","0015",127.088526825388,37.545303953283,"","","02000","공동주택",140.07,97.02,0,605.38,606.54,224.5,12.4,2,0,7,"20150924","0","일반주거지역",8,16
"1117013000102430009","202006","11590-10983","서**별**도** **동**2**3**","11680","11900","1","0041","0013",127.130742112072,37.494842856612,"동*홈*운","","02000","공동주택",266.4,119.04,56.4,589.6,0,241.15,12.15,6,0,8,"20030109","0","제2종일반주거지역",10,6
"1153011000100860010","202003","11620-20721","서**별**송** **동**5**2**","11710","10100","1","0130","0016",126.968268943122,37.46862716303,"보*매*크*","","02000","공동주택",266.1,243.82,0,574.94,498.91,191.15,0,4,0,10,"20030113","0","제2종일반주거지역",4,6
"1156013200101870030","202012","11470-13337","서**별**서**구**가** **6**6**","11170","10300","1","0395","0019",126.923887443364,37.482076046015,"","","02000","공동주택",578.9,137.28,10.78,457.33,394.97,197.64,13.5,4,1,10,"19940412","2015","제2종일반주거지역",8,4
"1138010300102100004","202007","11260-100263430","서**별**서** **동**1**1**","11620","10800","1","0218","0025",126.967784611798,37.537688942752,"","","02000","공동주택",242.3,183.8,59.22,683.02,659.37,223.6,14.5,5,0,4,"19880423","2014","제2종일반주거지역",6,12
"1162010100116400014","202007","11170-100206698","서**별**양** **동**2**2**","11305","10100","1","0073","0052",127.015144503612,37.5836933732327,"","","02000","공동주택",220.68,129.28,40.4,659.96,476.93,181.07,13.7,4,1,9,"19910920","0","",6,8
"1153010600102490065","202010","11380-11368","서**별**영**구**림**7**-**","11305","10100","1","0093","0020",127.067657078188,37.499262134186,"제*스*","","02000","공동주택",236.8,93.26,59.14,584.93,974.62,0,10.5,6,1,10,"20090306","2012","제2종일반주거지역",8,36
"1138010200101440013","202103","11410-100189347","서**별**서** **동**1**1**","11710","10400","1","0156","0003",126.958444993941,37.526306071123,"","","02000","공동주택",193.54,128.53,16.41,287.47,397.18,0,0,4,1,8,"20011215","2018","",8,12
"1168010500101490022","202012","11320-100184410","서**별**도** **동**8**1**","11470","10800","1","0535","0006",127.050896814546,37.5401580771892,"","","02000","공동주택",173.2,173.36,59.87,627.22,399.15,194.58,13.3,5,1,4,"19900929","0","제2종일반주거지역",8,11
"1144012200103700005","202008","11740-9738","서**별**강** **동**3**3**","11680","10100","1","0088","0026",126.826791216865,37.5463972670885,"","","02000","공동주택",296.9,151.5,57.97,286.35,991.31,228.68,14.5,5,1,8,"20030414","0","",10,12
"1138010800100190046","202003","11380-11140","서**별**성** **동**","11380","10700","1","0041","0012",126.913550206096,37.5751975119055,"","","02000","공동주택",256.2,155.41,48.4,495.3,658.89,201.18,12.7,5,0,8,"20120308","2002","일반주거지역",0,4
"1144012400104870022","202009","11620-100228081","서**별**관** **동**6**-**","11680","10200","1","0263","0015",127.075818960064,37.5908247625202,"고*웰*이*","","02000","공동주택",219.5,77.57,0,659.18,0,0,12.4,5,0,7,"20080331","2011","일반주거지역",10,7
"1114016200103090075","202002","11560-29100","서**별**서** **동**5**-**","11440","16200","1","0259","0083",127.073655309836,37.61165207434,"가*","","02000","공동주택",196.8,157.72,0,598.5,0,81.46,0,5,0,7,"19940528","0","",8,5
"1135010300105560032","202005","11620-21279","서**별**송** **동**2**2**","11650","10100","1","0145","0002",126.930359045116,37.54542754932,"","나동","02000","공동주택",347,0,59.83,463.82,469.03,200.79,12.9,5,1,2,"20021011","2002","제2종일반주거지역",7,13
"1132010500101220084","202102","11650-100209374","서**별**강** **동**9**3**","11530","10200","1","0322","0010",127.034917576944,37.626517038907,"","","02000","공동주택",265.6,142.76,55.53,647.92,525.58,101.97,17.7,4,0,9,"20160520","2020","제2종일반주거지역",15,0
"1117012300100080003","202008","11470-11536","서**별**금** **동**5**1**","11710","13300","1","0279","0007",126.997049756725,37.4627379574873,"","","02000","공동주택",271,161.02,58.02,540.02,494.46,229.91,11.8,4,1,9,"20021203","0","",8,15
"1174010800104610003","202102","11440-100182204","서**별**강** **동**6**1**","11530","17500","1","1082","0024",126.936609725135,37.472333156361,"천*한*빌","세화파크빌Ⅰ","02000","공동주택",420.2,72.9,58.8,232.67,487.68,206.71,13,4,0,11,"19941215","0","일반주거지역",7,4
"1162010200114530047","202006","11380-11522","서**별**강** **동**6**3**","11545","10900","1","0210","0011",127.050649986924,37.5606696119479,"","","02000","공동주택",571,348.77,0,506.41,181.08,165.28,14.2,6,0,3,"20111007","2015","제1종일반주거지역",4,2
"1150010300101020242","202004","11305-28330","서**별**강** **동**2**2**","11230","10700","1","0230","0055",127.013905973089,37.4481576908976,"송*맨*","","02000","공동주택",415.6,115.14,51.41,646.26,84.02,309.74,11.9,6,0,6,"20161115","2002","일반주거지역",4,0
"1123010600104400028","202006","11170-10247","서**별**동** **동**6**","11320","10300","1","0032","0002",127.04236862252,37.50155043321,"삼*빌*지","동화빌라","02000","공동주택",145,181.81,56.62,535.36,314.24,196.17,0,2,0,10,"19860628","0","일반주거지역",6,12
"1165010800116690013","202101","11590-100182033","서**별**영**구**길**2**8**","11290","12500","1","0646","0000",126.909410439753,37.627444561181,"","한흥빌라","02000","공동주택",217.42,98.73,55.56,650.77,403.14,0,16.8,5,0,8,"20100531","2016","제2종일반주거지역",6,8
"1130510300102700028","202101","11410-100188924","서**별**관** **동**5**-**","11215","10700","1","0082","0030",127.029151449109,37.581552856304,"","","02000","공동주택",125.88,147.28,56.22,1368.13,0,0,0,2,0,10,"20131128","2016","일반주거지역",4,0
"1132010600106950003","202012","11740-16380","서**별**강** **동**9**3**","11530","10200","1","0905","0047",127.045477547374,37.534034584656,"","제14동","02000","공동주택",2649.8,100.55,0,451.68,659.58,154.06,17.3,5,1,10,"20051012","0","준공업지역",12,12
"1147010100109570024","202007","11290-22281","서**별**양** **동**1**2**","11380","13300","1","0131","0005",126.93080713392,37.586970400093,"태*빌*","","02000","공동주택",353.5,52.53,59.95,658.36,1816.34,238.33,13.05,5,0,8,"20020709","2003","제2종일반주거지역",4,16
"1129011300100340003","202007","11650-17837","서**별**서**구**가** **5**","11545","10100","1","0514","0000",127.038793159243,37.5684366890461,"","","02000","공동주택",383.07,118.95,59.85,598.25,371.28,148.94,7,5,0,7,"20030129","2003","준주거지역",10,0
"1138010700100320003","202009","11290-12237","서**별**관** **동**9**6**","11710","10800","1","0701","0086",127.089754242252,37.5348483656173,"","","02000","공동주택",304,81.56,59.88,656.16,0,0,16.7,5,1,12,"20100421","2015","제1종일반주거지역",8,7
"1121510100100180024","202008","11620-9630","서**별**송** **동**7**1**","11260","13800","1","0567","0009",127.088801022327,37.662385953679,"","","02000","공동주택",324,136.7,0,239.22,659.33,0,14.6,2,0,11,"20030415","2014","일반주거지역",13,10
"1132010600106650025","202004","11215-20308","서**별**양** ** **5**0**","11215","10500","1","0284","0015",127.080428626121,37.551061307039,".","","02000","공동주택",258.3,135.7,58.52,414.63,659.98,278.91,12.9,2,1,10,"20080808","0","일반주거지역",6,14
"1144012300104740004","202102","11290-100228093","서**별**노** **동**9**6**","11590","10100","1","0637","0001",126.902410881281,37.5370905720776,"","","02000","공동주택",89,301.51,53.87,351.74,321.34,201.9,15.2,5,1,8,"20171212","0","제1종일반주거지역",8,15
"1147010300101570045","202105","11350-100200611","서**별**광** **동**3**0**","11530","10900","1","0725","0187",126.918528753876,37.580552227555,"","","02000","공동주택",319,106.58,59.91,659.2,555.92,187.78,0,5,0,8,"20180406","0","일반주거지역",11,24
"1171010800101080014","202105","11380-16835","서**별**금** **동**9**1**","11215","10100","1","0166","0261",126.958040076437,37.583904415382,"","","02000","공동주택",449.9,177.44,59.58,1069.92,247.44,197.71,0,3,1,6,"20090703","0","",8,8
"1144012500102140020","202004","11500-100220505","서**별**광** **동**8**0**","11230","10800","1","0110","0021",126.835852289997,37.6080499175952,"원*하*빌","","02000","공동주택",317.7,124.93,59.31,454.21,615.43,203.34,14.1,9,0,6,"20200724","0","제3종일반주거지역",6,4
"1150010300101520005","202102","11200-8258","서**별**금** **동**7**2**","11305","10600","1","0018","0002",126.967403596168,37.54279732848,"","","02000","공동주택",270,0,56.17,347.28,657.86,0,10.2,4,1,8,"20081126","2003","일반주거지역",15,8
"1174010800100430007","202010","11440-24248","서**별**구** ** **9**7**","11740","10700","1","0149","0017",127.091689019727,37.5659415311268,"해*빌*Ⅰ","","02000","공동주택",357,0,42.79,633.24,188.94,193.42,13.13,5,1,8,"20171024","0","제2종일반주거지역",11,0
"1168010100106600028","202010","11740-2243","서**별**성** **동** **-**","11350","11700","1","0094","0024",126.925445580501,37.611113278422,"D*o*7*","A동","02000","공동주택",181,121.44,59.45,124.59,432.82,97.22,14.6,2,0,4,"19910916","2004","제2종일반주거지역",12,0
"1150010800100530086","202012","11590-100249473","서**별**관** **동**0**-**","11380","10300","1","0221","0053",126.925694788065,37.498983890885,"쉼*빌*지","","02000","공동주택",619.2,153.12,51.55,389.22,451.17,199.59,12.8,4,1,7,"20160513","2002","제2종일반주거지역",8,8
"1147010100111570019","202003","11710-21963","서**별**은** **동**-**","11620","11800","1","0178","0027",126.833170794875,37.47045321064,"","","02000","공동주택",291.2,105.37,59.93,560.37,942.48,0,13.7,5,0,7,"19910827","2003","제3종일반주거지역",6,5
"1156010100105730021","202008","11710-10686","서**별**송** **동**0**9**","11380","10500","1","0534","0005",127.117317215747,37.5453175606918,"","","02000","공동주택",167.3,234.58,59.55,484.56,499.66,220.23,13.5,5,0,12,"20020826","0","일반주거지역",15,12
"1123010600104270008","202002","11500-16021","서**별**은** **동**8**4**","11620","10100","1","0454","0001",126.894428590767,37.4873678061514,"대*빌*","","02000","공동주택",66,212.04,55.76,533.42,343.12,0,0,3,0,10,"20150304","2003","준주거지역",8,15
"1130510300105180102","202101","11620-6215","서**별**동** **동**1**1**","11110","10200","1","0003","0065",127.098438766496,37.593171849741,"주*해*타* *동","","02000","공동주택",223.7,158.19,47.9,707.87,327.26,0,10.2,2,0,6,"20210504","0","제2종일반주거지역",9,0
"1111010900101660139","202103","11380-38945","서**별**광** **동**2**1**","11290","10600","1","0635","0000",126.835048753353,37.541686476996,"미* *스*","","02000","공동주택",283.6,119.27,0,168.97,266.86,165.98,15.5,6,0,8,"20000926","0","",8,10
"1174010700104810022","202101","11650-7450","서**별**강** **동**3**9**","11680","12200","1","0502","0034",127.080289268164,37.668349902015,"노*3","","02000","공동주택",278,162.72,0,248.4,541.22,161.23,17.5,5,0,11,"19901106","2014","준주거지역",15,4
"1171010400100290003","202007","11260-100225781","서**별**은** **동**-**","11545","10300","1","0486","0004",126.927469782706,37.628844090878,"더*클*스","2동","02000","공동주택",383,136.73,57.75,455.38,0,126.86,14.9,2,0,10,"19910907","0","일반주거지역",29,0
"1144012000104110019","202006","11560-100232614","서**별**광** **동**6**1**","11710","10800","1","0522","0001",126.995579303101,37.469138153853,"대*빌","","02000","공동주택",573.7,130.56,59.73,611.9,278.84,172.81,14.5,5,0,16,"20011115","2016","제2종일반주거지역",6,12
"1150010300110180021","202105","11680-19016","서**별**서** **동**1**2**","11650","10500","1","0984","0006",126.969725603459,37.596500552041,"","","02000","공동주택",188.1,204.33,0,456.6,247.2,249.91,13,5,0,8,"19990903","2019","제2종일반주거지역",7,4
"1171011100101300010","202001","11590-12898","서**별**송** **동**4**2**","11440","10200","1","0483","0005",126.925995919119,37.4409685321492,"","","02000","공동주택",561.03,111.66,53.86,719.11,502.92,204.5,15.55,2,1,6,"19941018","2012","일반주거지역",12,4
"1153010600102410213","202103","11320-100217074","서**별**관** **동**6**-**","11320","10600","1","0150","0151",127.054396021968,37.49843176654,"동*연*","","02000","공동주택",272.4,81,57.13,247.14,213.12,197.32,0,5,0,8,"20000131","2011","제2종일반주거지역",16,14
"1171011100101660000","202104","11305-100237544","서**별**광** **동**3**9**","11710","10700","1","1201","0025",127.134338557981,37.604044933177,"","","02000","공동주택",237.8,149.95,48.5,512.18,416.64,207.22,0,4,1,4,"20011207","0","제2종일반주거지역",12,8
"1171011200101430012","202102","11320-4348","서**별**강** **동**5**4**","11470","10100","1","0239","0002",127.014334083502,37.47035971682,"","","02000","공동주택",275.7,38.45,59.96,1587.06,1036.11,117.13,10.6,7,0,8,"19950522","2010","",13,8
"1162010100115180008","202011","11710-100465584","서**별**광** **동**0**8**","11710","10100","1","0057","0029",126.906881182594,37.53068026442,"","","02000","공동주택",312,179.78,54.03,547.92,233.82,216.2,13.8,4,0,18,"19920519","2002","",16,8
"1162010200107140004","202102","11410-10433","서**별**관** **동**1**4**","11740","11100","1","0648","0003",127.01375621745,37.489562934212,"","삼우빌라","02000","공동주택",178.7,130.01,59.95,627.48,715.58,196.56,12.3,2,0,4,"20140829","2002","일반주거지역",8,8
"1135010300104040020","202105","11380-100198948","서**별**중**황** **7**","11200","10300","1","0108","0003",127.143893706654,37.609744320862,"정*파*빌","","02000","공동주택",254.2,163.98,0,825.19,636.98,145.79,14.5,5,1,11,"20140424","2003","준주거지역",2,12
"1154510300100030069","202009","11305-29402","서**별**동** **방**5**-**","11215","10200","1","0264","0118",126.902859984301,37.568545104147,"","","02000","공동주택",359.7,121.72,59.41,774.72,166.64,170.8,0,6,0,7,"19940527","0","일반주거지역",7,8
"1154510200101810076","202009","11530-16726","서**별**성** **동**9**4**","11380","10500","1","0336","0154",126.91937116321,37.552891023648,"","","02000","공동주택",311,159,43.73,162.36,287.82,199.63,0,2,1,15,"19861211","2015","제3종일반주거지역",11,7
"1138010300103760028","202102","11530-100223593","서**별**강** **동**2**2**","11110","13800","1","0100","0039",127.033059001774,37.539505039514,"","","02000","공동주택",143,171.08,58.83,375.35,658.13,231.89,0,3,1,8,"19861202","0","제1종일반주거지역",5,6
"1126010200102370007","202002","11470-100226559","서**별**용** **동**8**5**","11380","13900","1","0119","0008",127.025521746007,37.6153886085561,"조*티*모*차","","02000","공동주택",224,124.64,0,306.34,582.66,145.25,10.5,5,1,16,"20161024","2018","일반주거지역",8,8
"1150010300103920005","202001","11710-100462340","서**별**송** **동**1**5**","11500","12000","1","0175","0000",127.138094623659,37.5569149604547,"","","02000","공동주택",307,43.01,49.69,452.63,129.72,187.62,14.55,6,1,7,"20021112","0","제2종일반주거지역",10,12
"1135010300101150000","202008","11260-29698","서**별**양** **동**3**1**","11380","11900","1","0192","0001",126.995721286074,37.651625510254,"세*빌*","","02000","공동주택",113.6,103.74,59.86,656.3,696.91,233.39,0,4,1,6,"19891114","2015","제3종일반주거지역",8,7
"1153010900101400006","202005","11380-17135","서**별**용** **동** **-**3**","11530","10700","1","0742","0011",126.852756250538,37.469307781819,"삼*N*슬","","02000","공동주택",635.67,468.96,59.37,448.19,343.19,149.38,11.1,2,1,10,"20170516","0","",8,6
"1154510300100030081","202005","11620-24359","서**별**종** **동**1**3**","11410","11900","1","0962","0002",126.891846255132,37.493507560824,"","","02000","공동주택",364,77.4,59.94,3467.12,169.92,204.39,12.8,4,0,8,"19910514","2002","제2종일반주거지역",7,8
"1126010100103890017","202005","11620-25440","서**별**송** **동**0**7**","11380","10700","1","0460","0023",127.11114806776,37.5331030293199,"","","02000","공동주택",257.4,137.94,0,249.75,623.98,237.26,11.8,6,0,6,"20141022","2017","제2종일반주거지역",7,3
"1135010500105810115","202012","11620-12580","서**별**강** **동**2**1**","11440","12000","1","0101","0049",126.886690339721,37.538539171171,"","","02000","공동주택",224,162.4,52.39,409.37,659.05,124.7,12.9,6,1,12,"20031015","0","",4,4
"1117010100104090100","202002","11305-28980","서**별**서** **동**9**","11380","10200","1","0112","0013",127.044433906492,37.498956181607,"푸*마*","","02000","공동주택",269.4,0,56.7,656.28,472.04,99.96,12.9,5,0,8,"19970517","0","",8,4
"1171011100101360001","202005","11410-21880","서**별**서**구**가** **3**9**","11710","10700","1","0593","0002",126.82783620054,37.539309788584,"","강변스위트빌","02000","공동주택",357,70.38,59.34,469.94,165.99,190.94,14.7,6,0,14,"19931222","2007","제2종일반주거지역",9,10
"1171010400100370012","202011","11590-100218197","서**별**강** **동**5**2**","11500","10400","1","0080","0074",127.032007741928,37.5373079024681,"산*팰*스","","02000","공동주택",172,148.46,0,659.2,612.02,237.82,9.3,5,1,12,"19881017","0","제1종일반주거지역",8,4
"1150010300100770092","202003","11230-29979","서**별**동** **동**9**5**","11320","10300","1","0573","0028",126.982689538057,37.523223941386,"구* * *람","","02000","공동주택",202.5,150.42,58.69,519.99,659.54,214.97,11.7,2,1,6,"20170531","2019","제1종일반주거지역",8,6
"1144012000104690033","202105","11440-31860","서**별**영**구**등** **0**5**","11320","11100","1","0061","0003",126.905470373953,37.4948166157234,"뉴*크*하*스","","02000","공동주택",212.2,0,59.23,415.53,349.56,297.11,0,4,1,4,"20160902","2019","",5,0
"1150010800100660028","202001","11380-36686","서**별**동** **동**1**3**","11215","10500","1","0182","0013",127.015521512925,37.5268540953,"","","02000","공동주택",154.4,129.6,59.46,412.37,350.53,187.22,0,2,1,19,"20180725","2002","제2종일반주거지역",2,0
"1168010300112330014","202103","11320-8870","서**별**강** **산**6**-**","11380","10700","1","0127","0001",126.930681694556,37.577373937756,"","B동","02000","공동주택",290,69.76,59.52,659.09,525.35,244.21,0,2,0,5,"19841017","2003","제2종일반주거지역",8,6
"1171010700101300004","202105","11590-18333","서**별**서** **동**0**-**","11215","10100","1","0415","0002",126.912942412846,37.4850941928253,"","","02000","공동주택",203.6,137.72,57.38,453.64,363.94,199.17,0,2,0,7,"20021024","0","제2종일반주거지역",9,4
"1144012100101900055","202101","11230-1491","서**별**송** **동**8**1**","11740","10200","1","0631","0170",127.092396905002,37.622649633385,"뚝*리*빌*차*B*)","","02000","공동주택",187.8,115.06,57.24,659.68,0,220.87,12.8,2,0,17,"19970124","2018","일반주거지역",4,6
"1150010200105210017","202003","11620-100226500","서**별**구** **동**4**3**","11560","10100","1","0774","0030",127.015126085692,37.478237134372,"","가동","02000","공동주택",146.4,92.52,0,415.74,426.75,148.93,13.2,2,1,6,"20031227","2002","제2종일반주거지역",8,4
