"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","지상지하구분(FLOORTYPE)","층_번호(FLOORNUMBER)","호_이름(HONAME)","건물골조(GUJONAME)","지붕구조(ROOFNAME)","전용면적(JYAREA)","공용면적(GYAREA)","전세시세유무(HAVE_SISE1)","월세시세유무(HAVE_SISE2)"
"1165010100100120089","202010","11650-7232","11470-76238","서**별**영**구**길**2**-**","11380","10700","1","0317","0000","","",20,5,"203","철근콘크리트구조","(철근)콘크리트",27.39,6.44,1,1
"1156010200100550000","202010","11215-100252070","11200-100234666","서**별**노** **동**7**1**","11470","10500","1","0505","0034","대*쉐*빌","",20,2,"102","철근콘크리트구조","(철근)콘크리트",51.53,6.32,1,1
"1121510300102520128","202003","11380-100181904","11530-100230339","서**별**강** **동**9**1**","11320","10700","1","0877","0018","청* *6*1*","다동",20,1,"지층B01호","철근콘크리트구조","(철근)콘크리트",75.65,5.22,1,1
"1171010600100680012","202008","11680-12277","11650-100251923","서**별**은** **동**7**4**","11290","11800","1","0175","0003","금*빌*지*2*","",20,-1,"505","철근콘크리트구조","(철근)콘크리트",59.17,5.02,1,1
"1171011100102100001","202102","11560-100227218","11620-85118","서**별**은** **동**3**1**","11680","10200","1","0324","0004","","",20,3,"502","철근콘크리트구조","(철근)콘크리트",75.66,5.04,1,1
"1147010300100200001","202009","11710-23899","11740-100231858","서**별**강** ** **4**1**","11215","10800","1","0376","0009","","",20,2,"401","철근콘크리트구조","(철근)콘크리트",24.34,4.8,1,0
"1171010600101090004","202007","11560-35384","11680-100257716","서**별**금** **동**0**-**","11380","11200","1","0081","0011","","B동",10,1,"502","철근콘크리트구조","(철근)콘크리트",23.94,2.89,1,0
"1153010200105120002","202104","11320-100194696","11215-100207402","서**별**동** **방**3**-**","11620","10700","1","0966","0149","하*채*라","",20,-1,"201","철근콘크리트구조","(철근)콘크리트",72.17,5.76,0,1
"1174010900103380047","202101","11320-13406","11380-100271396","서**별**마** **동**6**5**","11380","10900","1","0300","0186","서*빌*","103동",20,4,"401","철근콘크리트구조","(철근)콘크리트",42.85,9.38,1,0
"1130510300100090005","202003","11380-100253712","11380-99140","서**별**은** **동**2**3**","11170","10300","1","0488","0169","샤*빌*1*차","",20,-1,"201","철근콘크리트구조","(철근)콘크리트",47.97,11.51,1,1
"1168011800109450014","202008","11560-35436","11530-100249451","서**별**광** **동**5**0**","11710","10700","1","0004","0082","","골든빌",20,1,"202","철근콘크리트구조","(철근)콘크리트",31.98,6.56,1,1
"1121510300105580008","202102","11590-14749","11545-100227017","서**별**금** **동**0**-**","11260","10500","1","0210","0029","대*힐*","",20,11,"302","철근콘크리트구조","(철근)콘크리트",49.8,10.13,1,1
"1144011400100060092","202101","11500-11599","11620-75539","서**별**송** **동**8**1**","11650","10500","1","0033","0596","","",20,2,"301","철근콘크리트구조","(철근)콘크리트",32.5,4.89,1,0
"1171010700101270028","202007","11500-25832","11215-100184500","서**별**광** **동**6**9**","11380","10600","1","0514","0021","","신도뷰나동",20,4,"401","철근콘크리트구조","(철근)콘크리트",48.73,5.24,1,0
"1138010900100260034","202001","11740-13704","11110-100184869","서**별**광** **동**4**4**","11305","10800","1","0681","0095","","2동",20,2,"101","철근콘크리트구조","(철근)콘크리트",69.69,5.13,1,1
"1165010100109050031","202002","11740-15595","11290-80875","서**별**서**구**제**2**-**","11290","10200","1","1465","0038","대*캐*","",20,3,"501","철근콘크리트구조","(철근)콘크리트",54.81,5.86,1,1
"1121510300100590020","202011","11530-10806","11590-100198543","서**별**광** **동**7**","11215","10400","1","0367","0010","","2동",20,3,"201","철근콘크리트구조","(철근)콘크리트",49.68,13.873,1,1
"1138010400105170005","202105","11500-16603","11215-100189791","서**별**서** **동**6**1**","11260","10200","1","0751","0006","","",20,2,"301","철근콘크리트구조","(철근)콘크리트",37.25,9.85,1,0
"1171011400100050004","202103","11290-21874","11380-100302981","서**별**서**구**희**1**-**","11170","17400","1","0193","0074","","",20,1,"303","철근콘크리트구조","(철근)콘크리트",60.83,5.14,1,1
"1121510500106580008","202007","11680-18576","11170-100221527","서**별**성** **동** **-**","11470","10600","1","0405","0007","성*캐*빌","",20,5,"102","철골콘크리트구조","(철근)콘크리트",48.84,6.39,1,1
"1153011000100100027","202011","11320-4325","11380-100290223","서**별**강** **동**3**4**","11500","10200","1","0341","0007","","",20,1,"301","철근콘크리트구조","(철근)콘크리트",56.76,6.65,1,1
"1174010700104300015","202105","11215-100185789","11650-93797","서**별**강** **동**6**8**","11710","10200","1","0058","0075","라*팡*","",20,2,"201","철근콘크리트구조","(철근)콘크리트",41.88,16.89,1,1
"1168010800101880006","202102","11680-898","11545-100192749","서**별**마** **동**7**3**","11500","11100","1","0356","0004","펠*체*빌","",20,3,"302","철근콘크리트구조","(철근)콘크리트",40.15,5.49,1,1
"1165010100107790003","202105","11290-22384","11380-100195877","서**별**중** **동**0**5**","11410","10500","1","0056","0042","","",20,3,"502","철근콘크리트구조","(철근)콘크리트",32.68,4.07,1,1
"1129013700100780003","202105","11680-100296383","11530-100220234","서**별**서**구**가** **6**6**","11110","17000","1","0112","0020","","",20,2,"B2","철근콘크리트구조","(철근)콘크리트",53.28,6.05,1,1
"1162010200105980005","202008","11680-10793","11440-100273385","서**별**강** **동**8**","11380","16800","1","0130","0004","","",20,1,"201","철근콘크리트구조","(철근)콘크리트",18.11,6.18,1,1
"1117013100105680228","202003","11320-100214314","11470-123003","서**별**송** **동**1**3**","11260","10600","1","0073","0120","미*하*","",20,2,"402","철근콘크리트구조","(철근)콘크리트",26.08,,1,1
"1171011100100710007","202010","11650-17708","11110-38081","서**별**송** **동**2**","11500","12200","1","0020","0005","파*타*","선우빌라B",20,2,"101","철근콘크리트구조","(철근)콘크리트",52.65,5.28,1,1
"1150010600106710018","202003","11590-11252","11470-100233328","서**별**종** **동**9**2**","11710","10300","1","0926","0002","","",20,4,"203","철근콘크리트구조","(철근)콘크리트",51.52,5.04,1,1
"1126010100100660076","202101","11320-100213834","11680-77933","서**별**광** **동**6**1**","11290","10700","1","0579","0011","","",20,3,"201","벽돌구조","(철근)콘크리트",43.12,16.48,1,0
"1153010700103670012","202105","11470-10443","11380-105075","서**별**금** **동**9**5**","11410","10600","1","0937","0005","화* *파*","",20,1,"202","철근콘크리트구조","(철근)콘크리트",26.57,6.63,1,1
"1126010300101100008","202011","11545-100225179","11260-100228697","서**별**은** **동**8**2**","11620","18300","1","0119","0010","상*주*","",20,2,"203","철근콘크리트구조","(철근)콘크리트",18.2,6.16,1,1
"1154510300108660007","202011","11215-8757","11650-55687","서**별**강** **동**2**2**","11560","10500","1","0098","0011","이* * *","A동",20,3,"201","벽돌구조","(철근)콘크리트",38.22,13.53,1,1
"1111017500101810014","202101","11530-3199","11230-100238979","서**별**중** ** **2**4**","11410","13300","1","0312","0086","반*주*","",20,2,"510","철근콘크리트구조","(철근)콘크리트",62.39,5.52,1,1
"1111017400101400010","202101","11560-100229997","11200-55257","서**별**강** **동**4**1**","11500","10200","1","0045","0001","","",20,1,"502","철근콘크리트구조","(철근)콘크리트",14.96,6.74,1,1
"1153010700100110002","202009","11260-100196034","11380-90273","서**별**강** **동**5**9**","11710","10400","1","0087","0005","","",20,3,"303","철근콘크리트구조","(철근)콘크리트",58.47,4.8,1,0
"1147010100109310018","202104","11470-8220","11380-51501","서**별**마** **동**0**1**","11320","10100","1","0264","0003","지*빌*B*","",20,7,"202","철근콘크리트구조","(철근)콘크리트",205.37,9.069,1,1
"1129013300102030008","202105","11290-4222","11350-188264","서**별**도** ** **5**4**","11470","10300","1","0316","0044","","",20,3,"302","철근콘크리트구조","(철근)콘크리트",43.56,12.17,1,1
"1162010100117110010","202105","11590-30401","11350-100183810","서**별**양** **동**4**4**","11305","13300","1","0067","0079","","",10,2,"101","철근콘크리트구조","(철근)콘크리트",76.33,8.06,0,1
"1138010500102100024","202006","11170-100203386","11710-57777","서**별**영**구**림**7**-**","11260","10100","1","0130","0052","어*하*스*","",20,2,"304","철근콘크리트구조","(철근)콘크리트",54.61,5.04,1,1
"1174010700104800003","202002","11380-100197933","11350-119592","서**별**동**구**안**4**-**","11620","10500","1","0281","0014","","",20,1,"401","철근콘크리트구조","(철근)콘크리트",37.8,24.33,1,1
"1159010200102790251","202001","11680-100285463","11260-100263797","서**별**송** **동**4**2**","11470","10800","1","0206","0009","스*힐*","",20,1,"201","철근콘크리트구조","(철근)콘크리트",84.99,14.93,1,1
"1153010300101340056","202011","11140-100220879","11305-100181346","서**별**마** **동**2**2**","11620","10800","1","0238","0184","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",19.93,6.44,0,0
"1165010200104010008","202012","11500-100303448","11380-100308831","서**별**강** **동**2**-**","11470","10600","1","0300","0031","연*팰*스","",20,2,"402","철근콘크리트구조","(철근)콘크리트",37.05,16.68,1,0
"1154510300109220001","202004","11620-100238032","11380-100277532","서**별**광** **동**3**7**","11380","10800","1","0216","0117","유*빌*","",20,5,"203","철근콘크리트구조","(철근)콘크리트",17.58,10.79,0,0
"1144012500102770025","202003","11350-8481","11620-100219667","서**별**강** **산**6**-**","11410","10800","1","0152","0051","","나동",20,3,"201","철근콘크리트구조","(철근)콘크리트",15.44,13.63,1,1
"1159010700104430009","202101","11380-100228213","11170-83608","서**별**동**구**두**1**-**9**","11650","10100","1","0078","0006","","",20,3,"502","철근콘크리트구조","(철근)콘크리트",42.54,4.67,1,1
"1171010700101270006","202003","11680-12630","11650-100251070","서**별**도** **동**2**3**","11710","10300","1","0811","0482","","",20,1,"301","철근콘크리트구조","(철근)콘크리트",34.08,6.79,1,1
"1138010400105030011","202012","11290-21793","11380-114280","서**별**마** **동**6**4**","11290","10900","1","0001","0004","토*하*스","",20,3,"303","철근콘크리트구조","(철근)콘크리트",42.12,8.97,1,1
"1162010200106190051","202011","11620-100232612","11470-79054","서**별**강** ** **8**8**","11710","10700","1","0333","0021","온*파*빌","성진쉐르빌",20,-1,"B2","철근콘크리트구조","(철근)콘크리트",66.05,7.28,1,1
"1162010100101800273","202005","11740-13793","11470-100205607","서**별**양** **동**6**","11260","10200","1","0216","0319","라*하*스*2*","장평2타운",20,1,"102","철근콘크리트구조","(철근)콘크리트",29.71,7.06,1,1
"1138010700105810029","202001","11470-100226601","11380-117720","서**별**마** **동**0**1**","11470","10800","1","0112","0002","","",20,6,"1504","철근콘크리트구조","(철근)콘크리트",42.9,7.53,1,1
"1171011300105840000","202004","11470-100227748","11260-100219623","서**별**관** **동**6**-**","11380","13900","1","0459","0145","명*하*스","",20,3,"102","철근콘크리트구조","(철근)콘크리트",29.82,37.93,0,1
"1141011100103610059","202105","11740-10547","11380-100267009","서**별**강** ** **8**0**","11380","10200","1","0129","0204","","",20,2,"203","철근콘크리트구조","(철근)콘크리트",63.59,4.92,1,1
"1150010300110160031","202011","11545-100245833","11215-100237373","서**별**강** **동**5**1**","11500","12500","1","0091","0004","늘*른*라","",20,-1,"302","철근콘크리트구조","(철근)콘크리트",45.62,81.77,1,1
"1111017400100230008","202010","11350-14321","11500-78596","서**별**금** **동**0**-**","11650","12500","1","0391","0084","","",20,2,"102","벽돌구조","(철근)콘크리트",59.88,12.14,1,1
"1165010100104350003","202012","11740-100254046","11350-100198873","서**별**서** **동**3**1**","11200","10100","1","0082","0003","스*트*리","",20,5,"204","철근콘크리트구조","(철근)콘크리트",19.4,4.61,1,1
"1126010400102480126","202105","11650-100182348","11500-100270073","서**별**서**구**가** **-**7**","11500","10300","1","0068","0001","해*빌*트","",20,2,"B108","철근콘크리트구조","(철근)콘크리트",50.94,8.842,1,1
"1171011100101440030","202002","11320-13060","11560-116107","서**별**마** **동**4**5**","11440","10700","1","0094","0014","","",20,3,"103","철근콘크리트구조","(철근)콘크리트",52.4,5.24,1,1
"1162010200102550179","202007","11710-100530322","11560-100263305","서**별**송** **동**6**","11380","10400","1","0017","0094","","",20,3,"201","철근콘크리트구조","(철근)콘크리트",65.62,8.875,1,1
"1147010300110720000","202103","11680-10248","11215-39905","서**별**은** **동**2**0**","11710","10800","1","0218","1204","보*자*","",20,-1,"203","철근콘크리트구조","기타지붕",29.38,63.76,1,1
"1135010300106090050","202005","11500-5548","11740-31581","서**별**강** **동**7**9**","11110","10800","1","0901","0091","","",20,8,"101","철근콘크리트구조","(철근)콘크리트",29.93,11.51,1,1
"1129013800100650203","202102","11470-100197946","11500-99935","서**별**강** **동**5**1**","11590","10700","1","0830","0020","거*리*시","",20,2,"지층비02","철근콘크리트구조","(철근)콘크리트",36.8,9.05,1,0
"1130510300104750127","202012","11740-100215361","11260-100212868","서**별**강** ** **8**4**","11215","10400","1","0375","0017","M*T*O","",20,5,"306","철근콘크리트구조","(철근)콘크리트",64.88,16.09,1,0
"1174010900103140026","202101","11320-4605","11380-100289048","서**별**은** **동**0**","11650","13300","1","0117","0081","","",20,1,"502","철근콘크리트구조","(철근)콘크리트",80.82,7.61,1,1
"1121510300106530008","202001","11230-100234054","11200-100209800","서**별**관** **동**3**3**","11500","10100","1","0582","0032","더*하*스","",20,-1,"102","철근콘크리트구조","(철근)콘크리트",91.54,5.78,1,1
"1121510200103140009","202003","11530-100220073","11260-100222646","서**별**성** **동**1**9**","11500","10300","1","0297","0054","","",20,4,"301","철근콘크리트구조","(철근)콘크리트",29.97,8.58,1,0
"1162010100106980003","202007","11710-100478422","11215-53183","서**별**서** **동**1**2**","11680","10100","1","0090","0027","에*빌*","",10,3,"313","철근콘크리트구조","(철근)콘크리트",42.54,9.095,1,1
"1147010100110230008","202004","11620-100214281","11560-100232197","서**별**동** **동**7**3**","11290","10800","1","0643","0016","","",20,5,"B2","철근콘크리트구조","(철근)콘크리트",55.56,28.29,1,1
"1144012000104750017","202004","11620-32459","11680-178545","서**별**광** **동**4**1**","11170","11400","1","0731","0011","백*산*크*운","",20,2,"302","철근콘크리트구조","(철근)콘크리트",63.77,16.02,1,1
"1130510300104860714","202006","11650-100247594","11380-115359","서**별**은** **동**7**9**","11710","18400","1","0046","0393","","",20,4,"601","철근콘크리트구조","(철근)콘크리트",41.68,13.47,1,1
"1132010500101430005","202007","11170-22574","11710-61674","서**별**은** **동**2**8**","11500","10300","1","0003","0044","","",20,4,"401","철근콘크리트구조","(철근)콘크리트",27.03,9.36,1,1
"1120010600101900009","202001","11380-22105","11560-100197549","서**별**양** **동**9**1**","11440","10100","1","0635","0021","진*펠*체","",20,5,"302","철근콘크리트구조","(철근)콘크리트",57.6,12.05,1,1
"1162010200115640022","202010","11440-100218773","11590-100193758","서**별**강** **동**1**3**","11380","10600","1","0355","0014","","",20,1,"402","철근콘크리트구조","(철근)콘크리트",54.91,9.76,1,1
"1162010100116410006","202007","11170-100197975","11440-100205503","서**별**서**구**희**1**-**","11710","10200","1","0297","0050","","리치힐",20,4,"202","철근콘크리트구조","(철근)콘크리트",66.7,5.17,1,0
"1156013300109930004","202004","11380-22251","11545-42052","서**별**은** **동**8**1**","11530","10200","1","0389","0000","삼*캐*빌","",20,3,"202","철근콘크리트구조","(철근)콘크리트",36.18,6.31,1,1
"1162010200104680008","202004","11410-100192017","11650-21133","서**별**양** ** **8**4**","11680","10800","1","0178","0004","","",10,2,"102","철근콘크리트구조","(철근)콘크리트",66.62,8.871,1,1
"1162010200103150005","202001","11500-100218498","11380-100218213","서**별**종** **동**7**8**","11200","12700","1","0526","0085","연*빌","",20,5,"203","철근콘크리트구조","(철근)콘크리트",55.24,18.11,1,1
"1150010300101590046","202004","11530-6823","11440-38922","서**별**성** **문**가**0**1**","11680","10200","1","0582","0011","S*O*Y*V*L*","",20,11,"202","철근콘크리트구조","(철근)콘크리트",29.87,34.57,1,0
"1154510300108270058","202005","11140-100225675","11110-60241","서**별**관** **동**0**2**","11290","10600","1","0420","0020","","골드클래스",10,-1,"302","철근콘크리트구조","(철근)콘크리트",34.55,10.01,1,1
"1141011000101830007","202105","11500-100262673","11170-100218161","서**별**마** **동**2**1**","11410","10300","1","0033","0072","","",20,4,"302","철근콘크리트구조","(철근)콘크리트",48.12,4.68,1,1
"1174010500103540007","202008","11260-21625","11440-100199662","서**별**서**구**가** **6**7**","11545","12300","1","0198","0020","","101동",20,3,"302","철근콘크리트구조","(철근)콘크리트",29.88,7.69,1,1
"1154510300102440052","202003","11590-15699","11200-57427","서**별**강** **동**9**1**3**","11530","10700","1","0103","0028","베*트*스","C동",20,3,"403","철근콘크리트구조","(철근)콘크리트",91.57,7.66,1,0
"1162010100100410157","202007","11530-100240533","11140-100213436","서**별**금** **동**2**4**","11680","10200","1","0190","0009","은*하*빌","1동",20,4,"402","철근콘크리트구조","(철근)콘크리트",41.34,5.49,1,1
"1132010500100810150","202005","11500-100291232","11530-100208453","서**별**양** **동**1**1**","11440","10200","1","0012","0051","명*하*스","",20,4,"401","철근콘크리트구조","(철근)콘크리트",50.16,11.47,1,1
"1168010500100400007","202012","11680-23108","11305-90817","서**별**양** ** **3**","11500","10800","1","0226","0001","","",20,2,"401","벽돌구조","(철근)콘크리트",59.79,6.49,1,1
"1168010100107430010","202011","11410-100196776","11740-73240","서**별**서** **동**6**1**","11305","10700","1","0237","0078","","",20,1,"101","철근콘크리트구조","(철근)콘크리트",29.93,4.92,1,1
"1153010600103480000","202011","11260-100183697","11500-69536","서**별**은** **동**4**5**","11500","10300","1","0587","0006","세*그*빌","",20,3,"203","철근콘크리트구조","(철근)콘크리트",47.58,8.18,1,0
"1121510300102040015","202009","11500-100270766","11215-100233784","서**별**강** **산**6**-**","11530","10300","1","0072","0013","","",20,5,"201","철근콘크리트구조","(철근)콘크리트",57.51,11.94,1,1
"1144010700103300003","202001","11530-23684","11110-33963","서**별**강** **동**7**1**","11215","10100","1","0050","0011","","",10,3,"501","철근콘크리트구조","(철근)콘크리트",47.32,13.383,1,1
"1114016200104250014","202003","11470-100216665","11350-177060","서**별**성** **동** **3**","11320","10600","1","1132","0025","보*빌*","",20,4,"402","철근콘크리트구조","(철근)콘크리트",52.98,9.43,1,1
"1114012100101000013","202005","11200-7417","11545-100218606","서**별**은** **동**9**5**","11650","10200","1","0161","0011","현*M*운*0*동","",20,4,"405","철근콘크리트구조","(철근)콘크리트",26.89,7.54,1,1
"1123010900101830245","202104","11530-100240096","11710-101659","서**별**성** **동** **2**","11560","11100","1","0387","0006","","8동",20,2,"302","철근콘크리트구조","(철근)콘크리트",30.72,9.99,1,1
"1132010700106010045","202006","11380-11030","11380-48227","서**별**광** **동**1**2**","11470","10900","1","0178","0125","동*빌*","",20,5,"301","철근콘크리트구조","(철근)콘크리트",35.16,7.03,0,1
"1174010500101220001","202008","11410-9972","11500-176301","서**별**서** **동**1**2**","11260","10300","1","0299","0008","미*빌","",20,4,"202","철근콘크리트구조","(철근)콘크리트",43.42,20.94,1,1
"1121510400102480033","202101","11650-100263040","11230-74467","서**별**강** **동**3**6**","11320","10100","1","0643","0239","","",20,1,"202","벽돌구조","(철근)콘크리트",29.4,8.65,1,1
"1130510400100300006","202012","11530-3178","11440-38828","서**별**강** **동**5**4**","11545","17000","1","0822","0047","","",20,3,"301","철골콘크리트구조","(철근)콘크리트",57.28,10.99,0,1
"1168010300112610001","202005","11110-12217","11170-80172","서**별**영**구**길**8**1**","11680","12600","1","0356","0125","","",20,1,"502","철근콘크리트구조","(철근)콘크리트",41.11,4.62,1,1
"1171010500100210011","202103","11710-100494923","11305-68297","서**별**강** **동**0**4**","11590","10300","1","1487","0005","","103동",20,2,"301","철근콘크리트구조","(철근)콘크리트",61.66,5.32,0,1
"1147010200102310097","202005","11350-3508","11215-100223225","서**별**광** **동**1**4**","11290","10300","1","0452","0003","신*아*","",20,5,"401","철근콘크리트구조","(철근)콘크리트",90.96,12.98,1,1
"1153010700103200012","202007","11470-18866","11440-100199241","서**별**광** **동**3**3**","11410","10800","1","0116","0006","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",29.64,8.94,1,1
"1162010200115730033","202103","11200-16443","11230-100196034","서**별**마** **동**0**","11530","10600","1","0726","0012","대*빌*지","",20,3,"403","철근콘크리트구조","(철근)콘크리트",26.05,6.63,0,1
"1147010300101440013","202005","11440-24484","11560-134577","서**별**광** **동**4**3**","11350","16200","1","0543","0009","스*시*","",20,3,"204","철근콘크리트구조","(철근)콘크리트",70.5,14.11,1,0
"1165010800114250003","202005","11650-100207853","11260-100258398","서**별**동** **동**4**3**","11440","10100","1","1167","0018","조*휴*슬","",20,1,"301","철근콘크리트구조","(철근)콘크리트",14.46,17.03,0,1
"1162010200116350098","202105","11710-21782","11440-100253748","서**별**노** **동**8**1**","11710","11400","1","0066","0067","행*맨* *동","",20,3,"201","철근콘크리트구조","(철근)콘크리트",47.96,23.31,1,1
"1117012500100520001","202006","11320-13100","11380-100286498","서**별**광** **동**2**5**","11170","11800","1","0645","0333","","",20,2,"201","철근콘크리트구조","(철근)콘크리트",75.76,5.64,1,1
"1129011300100420006","202010","11710-17548","11215-100242880","서**별**구** **동**4**1**","11470","10800","1","0177","0022","","미송빌라",20,-1,"302","철근콘크리트구조","(철근)콘크리트",26.51,8.36,1,1
"1168010700105610025","202003","11710-100540482","11545-100202914","서**별**강** **동**1**4**","11410","10800","1","0803","0009","위*르*","",20,3,"203","철근콘크리트구조","(철근)콘크리트",34.12,4.85,1,1
"1117011900100050458","202010","11710-10647","11260-53009","서**별**서** **동**1**5**","11620","10600","1","0036","0060","테*스*이",".",20,2,"401","철근콘크리트구조","(철근)콘크리트",17.94,9.83,0,0
"1130510100107911888","202004","11620-100193446","11260-100210208","서**별**송** **동**9**","11215","10600","1","0432","0011","강*쉐*빌","",20,1,"202","철근콘크리트구조","(철근)콘크리트",50.55,6.09,1,1
"1168010800101500008","202007","11200-100197972","11530-100230380","서**별**강** ** **5**","11215","10200","1","0312","0000","","",20,3,"301","철근콘크리트구조","(철근)콘크리트",6.75,10.4,1,1
"1129013300107120065","202104","11290-100238454","11590-100188395","서**별**동**구**경**2**-**","11680","10500","1","0004","0000","아*힐","",20,-1,"304","철근콘크리트구조","(철근)콘크리트",34.12,7.5,1,1
"1165010100105410131","202011","11440-24661","11230-100239447","서**별**구** **동**6**1**","11710","10600","1","0391","0023","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",50.82,6.75,1,1
"1121510100102880010","202007","11290-22550","11590-50503","서**별**마** **동**2**5**","11410","10200","1","0957","0034","S*-*클*스*A*B*)","",20,2,"B2","철근콘크리트구조","(철근)콘크리트",42.12,4.68,1,1
"1153010800101560151","202103","11305-28594","11440-88893","서**별**송** **동**2**5**","11620","11400","1","0712","0003","S*찬*리*","",20,3,"B2","철근콘크리트구조","기타지붕",29,,1,1
"1117012800100650099","202012","11380-38971","11530-100230703","서**별**동** **동**1**3**","11710","10400","1","0260","0015","유*빌*","",20,2,"202","철근콘크리트구조","(철근)콘크리트",36.76,10.59,1,1
"1156013200100950045","202004","11500-100286152","11710-166284","서**별**도** **동**6**2**","11410","11400","1","0090","0042","상*파*빌","",20,2,"204","철근콘크리트구조","(철근)콘크리트",77.42,6.77,1,1
"1162010200106100191","202003","11170-14885","11620-100051","서**별**용** **동**8**1**","11740","10300","1","0557","0003","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",39.42,6.19,1,1
"1121510700101320034","202101","11230-100233718","11620-100210334","서**별**용** **동** **1**8**","11380","10200","1","0405","0000","","다동",20,5,"302","철근콘크리트구조","(철근)콘크리트",26.6,5.39,1,0
"1130510200105250001","202009","11740-15853","11170-44148","서**별**송** **동**1**9**","11305","12500","1","0515","0514","더*플*스*","",20,3,"601","철근콘크리트구조","(철근)콘크리트",29.96,9.67,1,1
"1111017300100010835","202102","11590-24476","11545-53172","서**별**광** **동**4**6**","11500","10300","1","0153","0014","","",20,3,"지층B02호","철근콘크리트구조","(철근)콘크리트",41.57,,0,1
"1168010600109170031","202002","11380-17440","11215-100231248","서**별**마** **동**7**3**","11680","10800","1","0040","0109","","",20,5,"201","철근콘크리트구조","기타지붕",46.61,18.48,1,1
"1154510200108940012","202105","11620-755","11290-100218643","서**별**은** **동**8**1**","11215","10900","1","0211","0051","","",10,2,"302","철근콘크리트구조","(철근)콘크리트",29.92,6.34,1,1
"1171011400103230206","202001","11470-100196685","11500-88508","서**별**서**구**제**3**-**","11590","12500","1","0182","0002","","1002동",20,2,"302","철근콘크리트구조","(철근)콘크리트",32.45,11.38,1,1
"1138010300101970000","202011","11545-3404","11710-100467913","서**별**양** **동**5**2**","11260","10900","1","0063","0006","","",20,2,"301","철근콘크리트구조","(철근)콘크리트",23.61,19.42,1,1
"1141011100103600009","202104","11260-100244376","11590-108763","서**별**광** **동**6**4**","11260","10300","1","0567","0012","","",20,5,"102","철근콘크리트구조","(철근)콘크리트",41.46,8.24,1,0
"1138010800100670024","202101","11710-23381","11410-62383","서**별**은** **동**9**6**","11590","10300","1","0244","0013","화*골*빌*","",20,2,"101","벽돌구조","(철근)콘크리트",83.26,4.68,0,1
"1171010500102740005","202005","11590-9672","11620-116189","서**별**광** **동**3**","11350","13800","1","0221","0016","베*스*","",20,4,"501","철근콘크리트구조","(철근)콘크리트",15.3,21.89,1,0
"1171010100103180006","202102","11260-25080","11305-100232212","서**별**송** **동**0**6**","11740","10200","1","1692","0126","","신진힐타운",20,2,"501","철근콘크리트구조","(철근)콘크리트",55.9,35.87,1,1
"1130510100107660009","202103","11380-100297112","11380-116661","서**별**중** **동**0**","11320","16800","1","0610","0023","","지하",20,2,"202","철근콘크리트구조","(철근)콘크리트",29.47,6.47,1,0
"1174010900101850001","202101","11260-100251091","11680-144275","서**별**금** **동**4**2**","11740","17100","1","0381","0069","위*우*","",20,4,"201","철근콘크리트구조","(철근)콘크리트",12.16,7.5,1,1
"1120010700103010002","202101","11260-13265","11545-57127","서**별**영**구**길**1**-**","11215","10300","1","0405","0219","","",20,2,"301","철근콘크리트구조","(철근)콘크리트",59.97,5.85,1,1
"1141011900102860016","202003","11215-22810","11500-92726","서**별**관** **동**7**4**","11290","17500","1","0415","0004","보*빌*","homeN",20,9,"401","철근콘크리트구조","(철근)콘크리트",58.2,9.68,1,1
"1141011900100740200","202103","11200-19814","11500-100217198","서**별**강** **동**6**0**","11215","10900","1","0244","0014","","101동",10,5,"203","철근콘크리트구조","(철근)콘크리트",49.17,4.55,1,0
"1156010200100460000","202007","11740-100223558","11530-125589","서**별**강** **동**6**5**","11470","10900","1","0285","0011","","",20,6,"101","철근콘크리트구조","(철근)콘크리트",49.73,,1,1
"1165010100104640020","202103","11545-3726","11215-100243472","서**별**동**구**농**5**-**","11500","10400","1","0394","0001","태*캐*","",20,1,"102","철근콘크리트구조","(철근)콘크리트",68.52,7.08,1,1
"1121510100100730025","202004","11710-100468561","11305-100238870","서**별**관** **동**6**8**","11500","10200","1","0249","0000","로* *","",10,3,"701","철근콘크리트구조","(철근)콘크리트",222.84,12.77,1,1
"1174010900100170004","202004","11560-100270778","11620-79033","서**별**도** **동**0**3**","11470","10800","1","0622","0006","","",20,3,"301","철근콘크리트구조","(철근)콘크리트",31.05,5.9,1,1
"1117012100100380125","202008","11170-16045","11560-115813","서**별**광** **동**6**2**","11215","10100","1","0395","0008","","가동",20,-1,"1308","철근콘크리트구조","(철근)콘크리트",61.75,24.82,1,1
"1171010600100960008","202007","11470-18735","11380-100267830","서**별**서**구**희**5**-**6**","11500","10200","1","0385","0021","","한신아트빌",20,4,"102","벽돌구조","(철근)콘크리트",12.24,14.25,1,1
"1130510100101300040","202005","11560-35247","11710-81660","서**별**광** ** **0**","11320","11800","1","0137","0003","1","",20,1,"3층","철근콘크리트구조","(철근)콘크리트",66.44,35.84,1,1
