"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","사례번호(SRNUM)","본건_주소(ADDRESS)","본건_전용면적(BON_JYAREA)","사례_주소(SAMPLE_ADDRESS)","사례_본번(SAMPLE_BUNJI1)","사례_부번(SAMPLE_BUNJI2)","사례_건물이름(SAMPLE_BLDNAME)","사례_거래년월(SAMPLE_MONTH)","사례_거래금액(SAMPLE_VALUE)","사례_건축연도(SAMPLE_BUILDYEAR)","사례_전용면적(SAMPLE_JYAREA)","사례_층수(SAMPLE_FLOOR)","거리(SAMPLE_DISTANCE)","유사도(SAMPLE_SCORE)"
"1147010300109670010","202006","11470-13034","11470-78884","126","서**별**양** **동**5**1**",34.66,"서**별**양** **동**6**9**","0078","0062","우*빌*",201911,12000,"2002",41.15,5,0,0.11378
"1147010300104420001","202008","11470-4834","11470-100240083","85","서**별**양** **동**2**1**지**",41.21,"서**별**양** **동**2**1**지**","0911","0017","연*넥*트*차",201907,23000,"2018",46.67,1,487,0.06834
"1147010300100130017","202012","11470-18767","11470-100231073","22","서**별**양** ** **2**2**",41.54,"서**별**양** **동**0**-**번**","0935","0019","럭*주* *차",201911,9500,"1989",28.98,2,0,0.0105
"1147010300100610007","202105","11470-7311","11470-143256","27","서**별**양** **동**8**번**",51,"서**별**양** ** **8**2**","0944","0008","미*5*(*동*",202106,23900,"2002",76.65,5,479,0.09158
"1147010100112180003","202002","11470-100217309","11470-125556","1","서**별**양** ** **7**6**",34.43,"서**별**양** ** **8**5**","0920","0003","한*주* *동",201911,26000,"2002",27.36,3,465,0.09676
"1147010300109730010","202101","11470-16954","11470-100241593","93","서**별**양** **동**6**4**",48.868,"서**별**양** **동**0**7**지**","0315","0006","무*개*택",201907,24000,"1987",84.8,1,383,0.08064
"1147010300104390002","202012","11470-100182319","11470-76355","78","서**별**양** **동**1**2**지**",77.19,"서**별**양** **동**2**6**","0935","0005","청*주* *동",202009,9000,"1996",46.08,5,447,0.06023
"1147010300109880006","202102","11470-7133","11470-115488","48","서**별**양** ** **8**번**",38.41,"서**별**양** **동**2**1**","1086","0004","삼*주*나*(*7*-*)",202010,17850,"1993",40.16,2,389,0.06774
"1147010300109130006","202003","11470-100218787","11470-124393","15","서**별**양** ** **7**5**",71.91,"서**별**양** **동**2**1**지**","0502","0007","예*쉐*빌*7*",202007,9000,"2002",72.27,1,0,0.08543
"1147010300109470010","202007","11470-100202805","11470-53111","21","서**별**양** **동**8**1**지**",62.055,"서**별**양** **동**5**1**지**","0315","0005","와*앤*(*7*-*6*",202010,24000,"2002",50.52,6,378,0.1334
"1147010300109110017","202008","11470-21600","11470-84018","2","서**별**양** **동**4**1**지**",37.03,"서**별**양** ** **3**9**","0046","0015","효*빌*에*동",202106,20000,"1988",39.9,5,385,0.14679
"1147010100109670021","202101","11470-3532","11470-131541","15","서**별**양** ** **3**번**",59.605,"서**별**양** **동**8**1**지**","1198","0009","도*빌*트*5*3*",202008,14000,"2016",58.4,1,311,0.11442
"1147010200105450003","202011","11470-20889","11470-131489","85","서**별**양** ** **-**번**",66.04,"서**별**양** ** **8**9**지**","0973","0004","경*아*빌*3*8*2*)",202104,18500,"1997",60.78,2,425,0.10628
"1147010200103150009","202005","11470-4740","11470-69293","10","서**별**양** **동**2**3**",49.77,"서**별**양** ** **0**번**","1005","0009","(*9*-*)",202005,10000,"2003",63.23,3,214,0.01407
"1147010200107410010","202105","11470-11061","11470-123840","128","서**별**양** **동**5**7**",36.5,"서**별**양** **동**7**5**","0094","0074","한*빌*지",201801,24000,"1992",29.33,4,28,0.08554
"1147010200105540002","202001","11470-100230169","11470-81847","152","서**별**양** **동**1**1**지**",40.31,"서**별**양** **동**6**4**지**","0231","0004","해*파*빌*동",202007,13000,"1996",28.98,2,354,0.07451
"1147010100108850022","202008","11470-5969","11470-73345","30","서**별**양** ** **5**7**",36.3,"서**별**양** ** **1**번**","0235","0008","라*프*택*가*",201909,18800,"2017",41.23,2,494,0.01917
"1147010200102310241","202001","11470-100183087","11470-133157","16","서**별**양** ** **0**4**",82.2,"서**별**강** **동**7**1**번**","0555","0047","장*맨*1*차",202106,10000,"1988",49.02,2,159,0.0443
"1147010200103180193","202002","11470-10293","11470-100209619","164","서**별**양** ** **8**8**",79.73,"서**별**양** **동**5**9**","0502","0003","경*빌*비*",201803,7500,"2003",38.6,3,286,0.13807
"1147010200107460006","202008","11470-100226057","11470-80512","46","서**별**양** **동**4**1**지**",65.09,"서**별**양** **동**1**9**","0545","0000","대*파*빌",202004,15000,"2002",40.34,3,0,0.04309
"1147010200105470008","202003","11470-7339","11470-74718","59","서**별**양** **동**2**7**",36.45,"서**별**양** ** **9**6**","0391","0015","동*빌*트",202012,9000,"1993",26.94,3,0,0.03861
"1147010300100280002","202007","11470-100233688","11470-116360","24","서**별**양** **동**0**-**지**",53.78,"서**별**양** ** **0**7**","0945","0008","강*빌*",202105,8000,"1991",28.78,2,147,0.09343
"1147010300105040006","202012","11470-100182720","11470-64147","3","서**별**양** **동**3**3**지**",27.11,"서**별**양** **동**7**6**","0964","0007","한*스*트*우*",202105,10700,"2017",40.5,2,384,0.13423
"1147010300109810006","202003","11470-8688","11470-71112","32","서**별**양** ** **1**6**",60.94,"서**별**양** **동**6**2**","0933","0062","행*파*빌",202106,21300,"2001",53.06,3,296,0.07871
"1147010200107320010","202102","11470-15471","11470-109391","80","서**별**양** **동**6**8**",37.63,"서**별**양** **동**9**2**","0046","0007","정*주*",202010,17850,"2002",59.37,4,0,0.05836
"1147010300109530007","202010","11470-17408","11470-103050","10","서**별**양** **동**3**8**",45.9,"서**별**양** **동**6**1**지**","0231","0021","황*위*빌",202009,12000,"1981",57.43,3,398,0.10255
"1147010200107830020","202005","11470-100209426","11470-94701","32","서**별**양** **동**2**1**지**",56.06,"서**별**양** ** **7**0**","0953","0012","광*주*(*동*",202004,14000,"1992",41.04,3,130,0.13692
"1147010300103310056","202001","11470-7479","11470-63555","130","서**별**양** ** **1**4**지**",58.46,"서**별**양** ** **0**번**","0908","0047","대*이*캐*",201912,22950,"1988",42.93,5,471,0.11596
"1147010200103180130","202008","11470-17319","11470-100216615","100","서**별**양** **동**0**5**",41.13,"서**별**양** **동**3**번**","0128","0003","전*빌*",202008,18900,"2002",46.15,3,272,0.04884
"1147010300109650012","202002","11470-9940","11470-53447","150","서**별**양** **동**1**7**",51.19,"서**별**양** **동**3**1**지**","0958","0007","소*빌*(*5*)",202010,16000,"2001",60.33,3,344,0.06416
"1147010100109200012","202005","11470-100227429","11470-92342","11","서**별**양** **동**4**8**",51.12,"서**별**양** **동**2**1**","0315","0007","라*빌",201909,25500,"2000",63.06,2,473,0.10009
"1147010100109230008","202102","11470-6298","11470-82604","15","서**별**양** ** **-**번**",41.01,"서**별**양** ** **5**2**","0942","0009","주*베*빌",202004,22050,"1988",51.52,2,301,0.04059
"1147010100109590008","202006","11470-13536","11470-89430","21","서**별**양** ** **8**3**",47.15,"서**별**강** **동**2**3**지**","0924","0066","청*빌*-*",202104,21600,"1992",63.06,4,382,0.01362
"1147010200102310155","202004","11470-19225","11470-110242","95","서**별**양** **동**3**1**지**",64.85,"서**별**양** ** **7**번**","0884","0023","삼*빌*(*동*",202106,14800,"2011",59.43,2,469,0.11207
"1147010200106470026","202101","11470-11574","11470-100234549","10","서**별**양** ** **4**0**지**",67.65,"서**별**양** **동**0**1**","0315","0007","엘*드*빌*이*",202004,21000,"1988",29.65,2,169,0.09448
"1147010100109150023","202105","11470-100209087","11470-83628","9","서**별**양** **동**7**1**지**",55.24,"서**별**양** **동**4**번**","0318","0010","송*빌*",202006,17500,"2002",60.62,4,164,0.04692
"1147010200105340029","202103","11470-4069","11470-91305","20","서**별**양** **동**2**3**지**",39.67,"서**별**양** ** **8**6**지**","0231","0001","제*엘*운*2",202106,11500,"1993",41.03,4,382,0.08386
"1147010200105040011","202002","11470-6077","11470-100234263","4","서**별**양** **동**6**2**지**",36.51,"서**별**강** **동**5**9**","0744","0101","신*주* *동",202004,8000,"1988",29.51,2,347,0.06991
"1147010300109260017","202010","11470-12657","11470-100232745","5","서**별**양** **동**4**7**",48.66,"서**별**양** **동**4**1**지**","0766","0003","8*제*주*",202005,19500,"2015",29.92,1,43,0.0517
"1147010300104180007","202011","11470-100229488","11470-89493","73","서**별**양** **동**4**3**",43.93,"서**별**양** ** **1**1**지**","1072","0002","우*다*대*택",202009,23000,"2020",41.36,2,237,0.05899
"1147010300109270013","202101","11470-5306","11470-53048","14","서**별**양** **동**0**8**",36.76,"서**별**양** **동**6**2**지**","0522","0103","녹*주*(*동*",202004,20500,"2011",75.41,1,331,0.09596
"1147010200106410009","202007","11470-5315","11470-107636","18","서**별**양** **동**5**7**",40.1,"서**별**양** **동**0**-**지**","0927","0015","우*빌*(*동*",202011,8000,"2001",36.3,2,0,0.14267
"1147010100109890009","202012","11470-100216016","11470-100227857","8","서**별**양** ** **8**1**",42.88,"서**별**양** ** **3**5**","0525","0015","에*앙*우*(*8*-*)",201910,15000,"1986",29.73,3,118,0.08473
"1147010300109740009","202012","11470-100207522","11470-100218549","1","서**별**양** **동**9**7**",25.48,"서**별**양** **동**7**2**지**","0954","0016","진*하*츠",202011,20000,"2001",57.43,4,324,0.10227
"1147010300104210001","202010","11470-7762","11470-93061","46","서**별**양** ** **8**2**",36.64,"서**별**양** **동**9**1**지**","0499","0000","성*주*",202102,10500,"2002",59.78,1,0,0.0655
"1147010100109070002","202010","11470-19881","11470-132196","24","서**별**양** **동**5**4**",29.02,"서**별**양** ** **1**9**","0964","0015","한*스*트*(*동*",201911,20000,"2001",49.64,3,69,0.1233
"1147010200106250006","202103","11470-8419","11470-108168","34","서**별**양** **동**7**5**",41.14,"서**별**양** **동**7**1**지**","0777","0003","삼*하*츠*",202009,10000,"1997",61.41,1,457,0.14583
"1147010200107430014","202102","11470-100205945","11470-64815","50","서**별**양** **동**1**1**",61.58,"서**별**양** **동**6**2**","0908","0001","슈*하*스*목*",202103,9000,"2000",81.75,2,291,0.09205
"1147010300102030010","202004","11470-100220347","11470-141438","30","서**별**양** **동**2**7**",45.09,"서**별**양** ** **9**번**","0942","0015","미*빌*",202002,22000,"2016",37.34,2,205,0.11261
"1147010300103500000","202002","11470-15819","11470-94530","52","서**별**양** ** **8**번**",36.3,"서**별**양** **동**2**2**지**","0231","0002","남*쉐*빌*동",202002,9000,"1983",36.68,2,495,0.07731
"1147010200105350038","202102","11470-100191896","11470-87268","37","서**별**양** **동**0**2**",19.53,"서**별**양** **동**2**6**","1005","0025","우*하*스*동",202009,24150,"2001",72.06,3,456,0.03076
"1147010100112020003","202105","11470-11908","11470-100241009","17","서**별**양** ** **0**0**",44.96,"서**별**양** **동**5**4**","0744","0008","L*5*운",202004,9000,"2002",48.44,3,361,0.0336
"1147010200107260004","202002","11470-12132","11470-100241238","104","서**별**양** ** **6**5**",41.15,"서**별**양** ** **5**번**","0521","0020","삼*아*빌*(*동*",202005,9000,"2016",36.39,3,460,0.08052
"1147010200103150033","202008","11470-20352","11470-100223860","87","서**별**양** ** **3**7**",36.75,"서**별**강** **동**1**1**지**","0522","0059","무*하*스",202105,15000,"2016",53.32,4,0,0.05981
"1147010200103180244","202001","11470-9664","11470-94496","6","서**별**양** **동**1**3**",62.14,"서**별**양** ** **5**8**","0318","0032","대*빌*",202007,14300,"2007",37.17,2,395,0.14885
"1147010300100420014","202103","11470-8864","11470-133011","11","서**별**양** **동**3**4**",29.56,"서**별**양** **동**3**4**","0546","0031","범*하*빌",201908,16500,"2016",44.88,5,15,0.14598
"1147010300100760012","202005","11470-11121","11470-103122","12","서**별**양** **동**8**번**",51.76,"서**별**양** ** **1**2**","0955","0012","삼*파*빌",202007,18000,"2017",49.51,3,340,0.06071
"1147010100110240011","202010","11470-20638","11470-115980","57","서**별**양** **동**5**1**지**",59.97,"서**별**양** **동**7**5**","1073","0015","로*하*스",202010,21000,"2019",54.15,2,447,0.03374
"1147010100109560010","202005","11470-12140","11470-100206099","8","서**별**양** **동**8**1**지**",25.9,"서**별**양** ** **5**6**","0924","0014","녹*주*(*동*",201712,9000,"2018",61.2,4,427,0.03356
"1147010200105330015","202105","11470-10891","11470-132092","9","서**별**양** ** **0**번**",60.48,"서**별**강** **동**7**9**","0998","0130","산*빌*운",202009,16000,"2016",29.9,1,356,0.06973
"1147010300109550004","202005","11470-16705","11470-134493","7","서**별**양** **동**7**1**지**",48.06,"서**별**양** ** **6**0**","0923","0017","무*빌*(*)",201909,20500,"2002",37.41,5,363,0.02463
"1147010200102310052","202008","11470-12316","11470-109114","23","서**별**양** **동**4**4**",36.43,"서**별**양** **동**5**2**지**","0231","0021","서*주*(*2*1*)",202005,8500,"2010",43.26,1,78,0.11239
"1147010300109730020","202011","11470-100198545","11470-102949","10","서**별**양** **동**7**1**지**",29.66,"서**별**양** **동**3**2**","0553","0019","레*나*3*-*3*",201908,22000,"1986",43.18,2,444,0.11119
"1147010300104600005","202102","11470-2719","11470-101183","46","서**별**양** ** **1**3**",36.66,"서**별**강** **동**0**-**번**","0231","0009","더*래* *동",202004,24000,"2012",81.36,1,355,0.08538
"1147010300109650006","202101","11470-100224268","11470-124689","3","서**별**양** **동**5**1**지**",27.96,"서**별**양** **동**1**1**","1002","0001","신*캐*",202006,24500,"1994",58.56,5,486,0.05722
"1147010200107970007","202006","11470-100218285","11470-85729","26","서**별**양** **동**2**1**지**",59.91,"서**별**양** **동**6**2**지**","0231","0007","가*하*징",202007,22000,"1989",52.8,3,495,0.06187
"1147010300100440027","202012","11470-20274","11470-100216765","17","서**별**양** **동**1**5**",29.9,"서**별**양** **동**2**4**지**","0218","0017","목*빌*",202009,20000,"2003",29.99,2,455,0.05431
"1147010100109500009","202001","11470-100217361","11470-87373","53","서**별**양** ** **8**5**지**",34.25,"서**별**강** **동**7**8**지**","1192","0241","유*(*동*",202002,24000,"2016",29.92,3,474,0.09434
"1147010300104680004","202009","11470-100232728","11470-100222915","77","서**별**양** ** **5**5**",44.67,"서**별**양** ** **1**3**","0519","0111","백*빌*",202003,25000,"1987",36.41,4,235,0.0741
"1147010200107940009","202105","11470-1058","11470-103947","69","서**별**양** ** **8**4**지**",36.6,"서**별**강** **동**1**지**","0931","0075","레*나",202010,19500,"1993",47.16,5,369,0.10134
"1147010100109230028","202004","11470-14062","11470-74864","155","서**별**양** ** **1**0**지**",36.255,"서**별**양** **동**1**8**","0923","0031","월*팰*스",201910,18000,"1987",40.5,2,114,0.06914
"1147010100109970012","202012","11470-11937","11470-70109","40","서**별**양** ** **5**번**",55.03,"서**별**양** **동**4**8**","0075","0014","보*타*",202009,13000,"2018",26.28,1,132,0.09481
"1147010200103180053","202003","11470-14876","11470-62935","1","서**별**양** **동**0**2**지**",43.18,"서**별**강** **동**7**8**","0911","0024","효*(*0*-*번*)",202003,18000,"2016",56.88,3,382,0.09374
"1147010200105340029","202001","11470-17888","11470-90441","46","서**별**양** ** **0**2**",59.91,"서**별**양** ** **1**3**","0964","0023","미*빌*",201912,13000,"2002",41.11,3,0,0.10857
"1147010200102310075","202101","11470-7734","11470-77220","14","서**별**양** **동**0**1**지**",39.93,"서**별**강** **동**0**-**번**","0324","0013","성*주*",202004,15000,"1997",26.92,3,489,0.06687
"1147010100112060004","202101","11470-7461","11470-67365","27","서**별**양** ** **1**5**",36.3,"서**별**양** **동**0**5**","0088","0005","럭*(*동*",202002,10000,"2016",36.74,1,30,0.09065
"1147010200103150009","202007","11470-4857","11470-90296","8","서**별**양** **동**6**1**지**",79.74,"서**별**양** ** **0**번**","0954","0034","정*빌*",202003,17000,"2003",29.33,4,401,0.04609
"1147010300109730003","202003","11470-14863","11470-107884","53","서**별**양** ** **5**번**",49.68,"서**별**양** ** **7**3**","0743","0005","서*플*렌*3*3",201909,17300,"1987",40.84,3,445,0.0846
"1147010100109560007","202010","11470-10655","11470-69747","70","서**별**양** **동**1**1**지**",50.4,"서**별**양** **동**7**9**","0516","0199","드*빌*차",202008,15000,"1998",30.3,3,433,0.10134
"1147010200103180143","202001","11470-8724","11470-100227936","75","서**별**양** ** **8**8**",59.9,"서**별**양** ** **8**3**","0315","0020","씨*하*(*1*1*)",202105,11000,"2001",76.21,6,468,0.12462
"1147010200106070037","202104","11470-100223542","11470-92408","1","서**별**양** ** **8**번**",62.23,"서**별**강** **동**6**3**지**","0981","0007","서*빌*",202004,20000,"2002",41.13,2,422,0.09186
"1147010300109350002","202004","11470-15198","11470-74376","17","서**별**양** **동**6**1**지**",53.17,"서**별**양** **동**2**3**지**","0454","0036","대*빌*(*동*",202007,26500,"1988",40.03,2,149,0.04856
"1147010300100850018","202002","11470-12176","11470-86091","8","서**별**양** **동**4**7**",43.76,"서**별**양** ** **2**5**","0875","0001","동*하*츠*라",201910,9000,"2002",37.92,2,411,0.12044
"1147010300109160003","202009","11470-16024","11470-73852","83","서**별**양** ** **3**번**",35.79,"서**별**강** **동**0**1**지**","0760","0270","레*나",201909,18000,"2013",41.76,6,153,0.11715
"1147010200103180092","202009","11470-100228448","11470-89587","6","서**별**양** ** **3**1**",48.12,"서**별**양** ** **8**번**","0091","0229","대*주*",201807,18000,"2002",26.86,6,378,0.09826
"1147010200102310211","202005","11470-4450","11470-117031","70","서**별**양** ** **2**번**",53.17,"서**별**양** **동**9**1**지**","0482","0010","영*빌*",201907,19000,"2009",36.69,3,492,0.14937
"1147010300109730011","202102","11470-16954","11470-100230037","7","서**별**양** ** **-**번**",40.83,"서**별**양** **동**6**번**","0935","0002","목*르*빌",201908,29800,"1997",36.06,3,0,0.07798
"1147010200103180250","202006","11470-100223683","11470-100225517","13","서**별**양** **동**7**번**",41.14,"서**별**양** **동**5**7**","0725","0005","무*빌*(*)",201807,14500,"2002",73.52,6,462,0.06691
"1147010200105440000","202002","11470-100198524","11470-75137","56","서**별**양** **동**4**1**지**",59.8,"서**별**양** **동**4**1**지**","0789","0012","에*-*워",202103,18000,"2002",29.63,2,84,0.11243
"1147010300109520004","202102","11470-18027","11470-100192338","4","서**별**양** ** **5**1**",113.52,"서**별**양** **동**0**2**지**","0233","0011","8*4*1*",202005,18000,"1991",37.26,4,127,0.11407
"1147010200103180251","202005","11470-100186027","11470-109306","57","서**별**양** **동**3**2**",62.49,"서**별**양** **동**2**2**","0877","0003","주*베*빌",202011,9000,"2016",59.45,3,382,0.08273
"1147010200107590002","202105","11470-3658","11470-100225755","11","서**별**양** **동**8**1**지**",53.28,"서**별**양** ** **1**6**지**","0923","0018","명*쉐*빌*1*1*-*4*",201911,18900,"1992",36.96,1,417,0.1102
"1147010200102310161","202105","11470-8483","11470-67464","114","서**별**양** ** **4**8**",29.34,"서**별**양** **동**1**1**지**","0964","0015","와*앤*",202102,16000,"2012",29.79,1,300,0.06869
"1147010300109710007","202011","11470-16496","11470-100220703","79","서**별**양** **동**5**8**",55.5,"서**별**강** **동**2**8**","0643","0013","효*빌*(*1*-*7*)",202104,22500,"1988",56.8,2,342,0.13703
"1147010200103180186","202103","11470-18027","11470-108325","35","서**별**양** **동**2**1**지**",35.82,"서**별**양** **동**4**1**지**","0934","0007","이*캐*3",202004,13000,"1982",47.73,3,100,0.05679
"1147010300100920015","202009","11470-9801","11470-100220677","11","서**별**양** **동**6**1**",43.16,"서**별**양** ** **5**번**","0516","0015","다*네*트*(*0*-*6*",202009,10000,"1986",48.57,1,167,0.10623
"1147010200102310083","202002","11470-100214506","11470-102212","128","서**별**양** **동**3**1**지**",76.05,"서**별**양** **동**4**1**지**","0504","0002","모*빌*8*5*1*)",202005,20000,"1989",63.81,1,288,0.05461
"1147010100109200004","202009","11470-8427","11470-69115","122","서**별**양** **동**4**1**지**",24.22,"서**별**양** **동**1**1**지**","0231","0049","동*팰*스*4*9*2*)",202008,21000,"2002",40.17,3,410,0.07711
"1147010200102310173","202011","11470-100190132","11470-108518","12","서**별**양** ** **4**5**",43.26,"서**별**양** ** **1**0**지**","0042","0074","수*빌* *동",202009,23900,"1990",29.95,3,156,0.05001
"1147010200105060007","202104","11470-100183416","11470-92610","79","서**별**양** ** **4**0**",46.32,"서**별**양** **동**7**1**지**","0130","0020","대*주*",202102,22300,"1998",28.5,3,370,0.09895
"1147010200104980005","202002","11470-100211485","11470-142810","4","서**별**양** ** **6**번**",61.48,"서**별**양** ** **8**번**","0468","0010","금*주*(*4*-*)",202004,15000,"2002",41.16,2,499,0.0867
"1147010200107830020","202101","11470-6282","11470-136047","24","서**별**양** **동**7**6**",51.98,"서**별**양** ** **1**4**지**","0231","0002","오*지*(*1*-*3*)",202105,20000,"2007",29.79,1,183,0.11931
"1147010200105530018","202001","11470-100184547","11470-94456","36","서**별**양** ** **5**5**",59.95,"서**별**양** **동**9**1**지**","0505","0000","정*주*",202007,8000,"1996",27.77,1,193,0.13666
"1147010300101400008","202102","11470-15626","11470-59649","15","서**별**양** **동**2**1**지**",41.17,"서**별**양** ** **4**1**","0088","0017","휴*하*빌",202007,8500,"2002",60.73,3,496,0.13618
"1147010300109670012","202008","11470-100222947","11470-66835","64","서**별**양** ** **4**0**지**",38.16,"서**별**양** **동**3**7**","0947","0010","서*주* *동",201907,18000,"2017",63.84,6,413,0.04255
"1147010200106410002","202103","11470-5239","11470-75329","52","서**별**양** **동**0**2**",39.22,"서**별**양** **동**8**1**지**","0876","0034","오*빌",202008,25000,"2001",58.12,2,219,0.04291
"1147010300102390014","202008","11470-11085","11470-77140","14","서**별**양** **동**1**2**지**",49.8,"서**별**양** ** **-**번**","1000","0011","금*빌*A*",202104,22000,"1993",61.38,3,338,0.12021
"1147010200107250033","202010","11470-12424","11470-100189115","23","서**별**양** ** **9**번**",24.79,"서**별**양** ** **7**0**","0726","0117","효*스*이*",201911,18000,"2003",59.25,3,133,0.09972
"1147010200107900005","202008","11470-6593","11470-100187761","138","서**별**양** **동**7**3**",52.56,"서**별**양** ** **8**번**","0044","0009","라*프*택*가*",202010,9000,"1989",41.56,3,379,0.02505
"1147010100108890019","202009","11470-14028","11470-73733","18","서**별**양** ** **3**2**",53.19,"서**별**양** **동**2**1**지**","1005","0025","해*름*운",202007,11000,"1987",28.42,3,239,0.09151
"1147010300100680004","202103","11470-100218120","11470-78715","22","서**별**양** **동**3**2**지**",40.77,"서**별**양** **동**3**9**","0955","0029","정*빌*",202005,12000,"2007",48.4,4,223,0.06864
"1147010200106550009","202004","11470-12370","11470-74976","6","서**별**양** ** **5**번**",47.72,"서**별**양** **동**5**9**","0318","0005","이*빌",202104,18000,"1988",35.51,6,255,0.13651
"1147010300101040019","202003","11470-100209805","11470-59676","50","서**별**양** ** **8**5**",41.6,"서**별**양** ** **4**3**","0455","0002","세*빌* *동",202001,17000,"1987",36.6,5,394,0.09518
"1147010300101080001","202003","11470-21561","11470-94651","9","서**별**양** **동**9**2**",50.4,"서**별**양** ** **7**번**","0451","0032","목*파*뷰",201911,25000,"2001",57.66,3,420,0.13016
"1147010300109120012","202012","11470-9832","11470-53042","18","서**별**양** **동**8**8**",41,"서**별**양** ** **5**7**","0527","0007","골*빌*(*동*",202101,20000,"2016",36.63,4,232,0.04863
"1147010100109250033","202012","11470-10649","11470-87256","136","서**별**양** **동**5**5**",39.75,"서**별**양** **동**3**9**","0537","0005","빈*우*",201911,34500,"1988",40.8,2,216,0.12847
"1147010200105570000","202102","11470-100215765","11470-79948","4","서**별**양** ** **4**2**",57.87,"서**별**양** ** **1**4**","0318","0017","현*가*스*",202010,22600,"2011",33.57,4,290,0.14838
"1147010200107130011","202105","11470-9606","11470-90836","88","서**별**양** ** **5**5**",80.21,"서**별**양** ** **8**4**지**","0778","0007","대*아*타*가*",202002,20000,"1991",36.07,3,0,0.13079
"1147010300102410020","202009","11470-7339","11470-69599","20","서**별**양** **동**1**0**",29.88,"서**별**양** ** **0**3**","0315","0008","녹*주*(*동*",202101,17500,"2016",41.11,3,159,0.01612
"1147010200107170001","202007","11470-12612","11470-84290","87","서**별**양** ** **6**1**",36.55,"서**별**양** **동**9**6**","0516","0025","금*파*빌",201912,21000,"2002",59.64,3,60,0.06818
"1147010100101890001","202003","11470-12273","11470-117805","8","서**별**양** ** **6**7**",37.29,"서**별**양** ** **1**번**","0318","0205","쌍*베*트*",202010,19950,"2007",61.47,3,343,0.02517
"1147010300101070003","202105","11470-100223867","11470-88308","26","서**별**양** **동**5**8**",37.01,"서**별**양** **동**7**2**지**","0041","0006","대*",202010,23000,"2015",29.91,3,272,0.08796
"1147010200105460029","202009","11470-16237","11470-62658","159","서**별**양** ** **9**번**",23.76,"서**별**양** **동**3**8**","0060","0021","(*3*-*)",202106,13000,"2002",35.28,1,362,0.01196
"1147010200105340012","202012","11470-4557","11470-100228472","95","서**별**양** ** **8**3**지**",41.19,"서**별**양** **동**8**5**","0946","0017","미*빌*",201912,10000,"1987",59.92,2,298,0.11772
"1147010200107400004","202007","11470-17721","11470-79196","14","서**별**양** ** **8**9**지**",29.02,"서**별**양** **동**6**7**","0231","0028","우*그*맨*-*",202106,25000,"1986",63.09,5,282,0.08517
"1147010300103310033","202002","11470-15831","11470-66231","103","서**별**양** ** **1**번**",41.24,"서**별**양** **동**2**3**","0558","0016","월*팰*스",201909,10000,"2016",27.86,3,260,0.05101
"1147010300102330034","201912","11470-12627","11470-100212484","5","서**별**양** **동**5**1**",36.2,"서**별**양** **동**7**1**지**","0920","0016","D*S*코*",202007,14000,"1998",51.42,5,398,0.02677
"1147010300109240009","202010","11470-6157","11470-78815","1","서**별**양** ** **9**5**",41.04,"서**별**양** **동**7**4**","0934","0006","다*빌*트*9*5*5*",202105,8000,"1988",37.49,5,419,0.11245
"1147010300109640014","202012","11470-11083","11470-115938","15","서**별**양** **동**3**1**지**",47.59,"서**별**양** **동**6**9**","0537","0016","경*빌*비*",202006,20000,"2014",58.29,3,237,0.03652
"1147010300104560028","202103","11470-5868","11470-100227563","54","서**별**양** **동**0**3**지**",41.21,"서**별**양** **동**6**2**","0318","0019","삼*빌*(*1*-*)",202103,8500,"1999",38.52,2,379,0.10486
"1147010200102310059","202001","11470-100214685","11470-124713","17","서**별**양** **동**4**1**지**",44.88,"서**별**양** **동**8**7**","0962","0000","삼*빌*",202104,30000,"1994",63.23,3,217,0.03564
"1147010300109510007","202011","11470-100223657","11470-75921","28","서**별**양** **동**9**8**",37.17,"서**별**양** ** **4**3**","0078","0013","모*하*스",202106,28500,"2001",59.97,1,0,0.05871
"1147010100108880031","202003","11470-12161","11470-76454","23","서**별**양** ** **3**1**",58.62,"서**별**양** **동**6**1**지**","0966","0002","산*빌*운",201907,14000,"1986",77.19,4,0,0.05373
"1147010200105330020","202105","11470-16778","11470-78083","5","서**별**양** **동**7**4**",59.065,"서**별**양** **동**6**2**지**","0974","0010","동*주* *동",202106,17100,"2002",36.51,2,0,0.10147
"1147010300109630005","202008","11470-100216385","11470-94106","4","서**별**양** **동**7**1**지**",29.89,"서**별**양** **동**2**-**지**","0998","0021","한*주* *동",202012,22000,"1988",28.74,4,483,0.01758
"1147010100109630003","202102","11470-100218827","11470-75503","17","서**별**양** **동**3**2**지**",41.01,"서**별**양** **동**5**9**","0504","0006","선*빌",202012,12000,"1994",41.73,3,312,0.09662
"1147010100109180014","202004","11470-6467","11470-100216750","97","서**별**양** **동**9**7**",60.1,"서**별**양** **동**4**8**","0965","0005","명*아*빌*동",202009,19500,"2012",47.25,2,11,0.03885
"1147010200107430001","202001","11470-10458","11470-101345","21","서**별**양** **동**0**-**번**",30.96,"서**별**양** ** **3**5**","0041","0006","D*프*임*4*-*8*",202012,21000,"1989",53.37,5,242,0.07009
"1147010300100200035","202003","11470-100216354","11470-100190140","13","서**별**양** ** **9**5**",16.66,"서**별**양** **동**0**5**","0774","0014","녹*주*(*동*",202104,10000,"2003",78.69,2,334,0.07747
