"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","대상지주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","호_이름(HONAME)","면적대비_월세시세(AREA_PRED_RENT)","예측_월세시세(PRED_RENT)"
"1132010800105860021","202001","11380-17524","11710-111422","서**별**서** **동**4**-**지**","11560","10300","1","0037","0179","","","501호",1.5417,91
"1114016200104321278","202009","11470-11514","11500-101141","서**별**강** **동**6**1**","11110","10100","1","0056","0032","","","",1.7514,52
"1132010500101370115","202002","11620-100229121","11650-100245706","서**별**송** **동**7**1**","11710","11100","1","0127","0096","","","201",1.2412,55
"1150010300107480025","202105","11290-44010","11545-61429","서**별**마** ** **3**","11650","10200","1","0214","0056","월*빌","","302호",1.0503,78
"1117010800102510012","202101","11620-100223800","11620-112106","서**별**관** **동**9**2**번**","11215","10900","1","1479","0004","리*팰*스","","402",0.8748,61
"1141011800100080668","202007","11470-9006","11230-91799","서**별**관** **동**5**-**지**","11680","10100","1","0471","0020","","","303",1.0493,50
"1162010200114370017","202104","11230-100211412","11500-100259725","서**별**노** **동**0**8**","11620","10300","1","0593","0129","","","201",1.5091,67
"1138010400100060102","202012","11470-13388","11710-100464803","서**별**서** **동**9**8**지**","11650","11400","1","0047","0010","수*2* *정*트*","","101",2,53
"1121510100101210017","202001","11650-100206933","11680-111244","서**별**강** **동**8**3**","11740","10300","1","0312","0001","뉴*리*","","401호",1.7343,39
"1171011200101150007","202007","11290-39994","11305-80807","서**별**마** **동**9**번**","11305","10800","1","0522","0193","한*궁*","","401호",3.684,67
"1130510100107911336","202005","11410-13388","11380-76039","서**별**은** **동**9**8**","11740","10900","1","0273","0007","미*벨*우*","A동","401호",2.3375,164
"1174010500103380019","202105","11710-100504781","11380-123377","서**별**동** **동**9**6**","11200","10100","1","0421","0006","","황금빌","102호",0.944,83
"1117013000101930046","202011","11500-23086","11500-126130","서**별**강** **동**7**지**","11710","10300","1","0450","0003","","","303",1.1071,74
"1168010100107780011","202004","11290-4595","11500-77281","서**별**마** **동**7**2**지**","11590","10300","1","0217","0107","","","",1.2448,52
"1111018300102930046","202103","11320-9020","11260-100183637","서**별**송** **동**5**번**","11470","10900","1","1507","0031","블*빌","","102호",0.9842,65
"1117010100100460004","202009","11380-33751","11545-100228415","서**별**송** **동**0**번**","11710","13300","1","1026","0266","","","202",1.4059,56
"1168010500100270009","202102","11710-100483623","11470-90170","서**별**은** **동**7**8**지**","11470","10800","1","0139","0006","미*그*빌","가","301",1.1218,75
"1150010300104880040","202009","11170-4257","11500-61066","서**별**송** **동**-**번**","11710","10300","1","0032","0008","강*리*스*운","","309",1.519,40
"1162010100109560004","202102","11290-100232913","11290-100227479","서**별**성** **동** **3**9**","11215","13000","1","0501","0006","","","3층301호",1.127,84
"1150010600106920016","202005","11680-100272874","11710-172294","서**별**양** ** **0**4**","11545","10400","1","0088","0031","","마곡스카이A단지101동","304",0.8413,70
"1156011800100260016","202009","11440-100192953","11380-90332","서**별**은** **동**3**번**","11305","10300","1","0348","0003","한*리*리*2","","301",1.1897,54
"1154510200110230001","202102","11710-6126","11500-100257457","서**별**은** **동**4**4**","11470","13900","1","0132","0000","워*빌","","5층501호",1.1555,49
"1129013900103320141","202101","11710-100531422","11290-100254935","서**별**동** **동**6**6**","11590","11400","1","0145","0047","","","202",1.0125,58
"1138010300102210027","202104","11470-16383","11305-100212648","서**별**광** **동**3**7**","11650","10100","1","0138","0011","삼*에*스*","","504",1.907,32
"1147010300104790027","202003","11320-16866","11530-38866","서**별**마** **동**2**1**지**","11590","10500","1","0073","0000","","","다동105호",1.5436,41
"1126010600104100060","202012","11620-28597","11710-139669","서**별**강** **동**1**3**지**","11230","11100","1","0005","0125","설*센*빌","행복한빌라","503",1.4212,62
"1162010200104120292","202006","11290-22049","11530-100234354","서**별**양** **동**1**5**","11500","10300","1","1117","0026","","","301호",2.1071,52
"1154510300107930007","202103","11500-100303032","11680-204805","서**별**강** **동**0**8**지**","11545","10300","1","0432","0009","","","3층3",2.2513,85
"1154510200108900002","202105","11470-21458","11260-100246451","서**별**강** **동**8**1**지**","11470","10300","1","0064","0026","","원준타운","1층101호",2.7809,54
"1130510100103210016","202007","11710-21741","11380-61552","서**별**광** **동**3**2**","11620","10800","1","0159","0022","트*움*하*스","","602",0.8496,41
"1121510300100160029","202010","11380-11736","11380-69476","서**별**서**구**연**9**1**지**","11590","10600","1","0182","0018","방*빌*","에이동","302호",1.1293,59
"1117010200100050040","202011","11620-17716","11500-73799","서**별**성** **동**3**3**지**","11710","10300","1","0164","0024","썬*트*","","203",1.6006,76
"1138010400102750014","202103","11710-100237413","11680-134029","서**별**강** **동**1**2**지**","11560","10300","1","0005","0011","","","302호",1.2185,44
"1147010200107330005","202101","11590-100220052","11710-100240020","서**별**광** **동**0**6**","11440","10100","1","0175","0021","승*테*빌","","3층302호",2.2854,50
"1171010700101440002","202010","11305-100186662","11500-82610","서**별**서** **동**6**2**","11680","10100","1","0269","0109","","","402",1.2932,60
"1121510100102340044","202002","11305-100221099","11545-100217429","서**별**은** **동**7**번**","11380","10900","1","0188","0022","","","403",1.0872,44
"1135010500111160067","202004","11470-3453","11305-70024","서**별**노** **동**1**-**번**","11740","10600","1","0093","0026","","","101호",0.9378,43
"1171011100101140009","202002","11545-100222373","11380-82814","서**별**동**구**기**1**7**3**","11305","10600","1","0506","0003","예*하*스","","501",0.9923,53
"1150010800106740005","202011","11380-11692","11545-61827","서**별**송** **동**5**3**","11380","10800","1","0144","0020","예*움","","201",0.9285,91
"1126010400101220126","202003","11740-16147","11440-108217","서**별**중** ** **1**4**지**","11260","11200","1","1084","0221","","","601",1.6158,52
"1144010100107430000","202101","11200-23053","11290-101750","서**별**서**구**은**1**-**5**","11350","10300","1","0105","0026","","","203호",1.051,51
"1168010300112060006","202005","11215-14901","11470-63319","서**별**은** **동**5**1**","11230","11900","1","0856","0007","","","402",0.8034,73
"1121510300102060044","202101","11410-25714","11320-46539","서**별**양** ** **5**7**","11380","12500","1","1692","0034","","","502",1.4429,70
"1168010800101740019","202009","11545-7313","11470-76000","서**별**강** **동**1**-**지**","11470","10700","1","0271","0001","휴*빌","에이동","201",0.9855,39
"1147010300101320016","202101","11710-100238089","11440-113330","서**별**강** **산**6**-**번**","11410","10300","1","0169","0026","트*움*","","401",1.1106,77
"1135010500103890003","202103","11740-100247326","11500-100202050","서**별**중** **동**0**1**","11260","12300","1","0187","0009","","","311호",1.4035,47
"1120011800100890002","202005","11410-100226062","11680-204029","서**별**관** **동**0**9**","11440","10300","1","0158","0285","","","302호",1.4694,54
"1123010200100390808","202010","11590-20297","11380-100265385","서**별**노** **동**7**1**지**","11545","11100","1","0656","0007","세*","","301호",2.1288,54
"1121510500106320000","202012","11620-100249412","11710-100459228","서**별**강** **동**7**1**번**","11260","13000","1","0279","0737","주* *","","501-가",2.2873,51
"1138010300103120072","202105","11320-8577","11290-100236169","서**별**도** **동**0**2**","11500","10600","1","0101","0029","","","401호",1.1754,61
"1129013300108220016","202001","11380-100203857","11500-100225262","서**별**송** **동**7**1**지**","11440","10100","1","0084","0003","정*르*","","201호",1.5462,56
"1121510300102390006","202009","11380-11716","11215-100199710","서**별**동** **1**4**-**지**","11620","11900","1","0050","0011","","","302",1.0045,43
"1162010100106490189","202101","11260-100233984","11380-46427","서**별**송** **동**3**4**지**","11710","10600","1","0690","0020","","","1층1",1.9065,67
"1135010400102760012","202103","11410-1408","11350-100191706","서**별**강** **동**9**1**지**","11230","10200","1","0551","0010","","","102호",0.9591,49
"1174010800103850033","202104","11410-100224082","11680-121010","서**별**용** **동**5**8**지**","11215","10500","1","0053","0050","","","302호",0.6699,66
"1132010500100790021","202008","11470-100226028","11215-100229353","서**별**성** **동**6**8**","11710","13000","1","0956","0028","불*아*빌","","201호",1.3278,46
"1129013300102660172","202003","11740-18644","11545-100242322","서**별**성** **동** **9**1**","11500","10300","1","0479","0347","","A동","201",2.2222,46
"1171010100102490012","202005","11590-9528","11380-110163","서**별**마** **동**3**1**번**","11710","10800","1","0610","0030","삼*아*빌","A동","",0.5747,56
"1153010700102840038","202010","11380-100258438","11500-100221792","서**별**동** **방**3**-**7**","11500","10700","1","0020","0416","","","501",1.4047,58
"1171011400101590217","202006","11260-100224512","11710-100230249","서**별**광** **동**4**6**","11590","12500","1","0174","0017","화*하*스","","501",1.3122,94
"1174010500103490002","202005","11620-11335","11680-68381","서**별**서** **동**9**3**","11380","13200","1","0056","0029","유*빌*지","에이동","204",1.7622,60
"1130510300102910227","202006","11710-25050","11710-140087","서**별**강** **동**7**4**번**","11215","10200","1","0001","0211","","","202",0.8031,54
"1171010400101010007","202003","11110-25060","11545-47572","서**별**송** **동**3**0**","11140","10400","1","0432","0060","충*로*택","","302호",1.21,35
"1171010500102810011","202007","11740-1656","11170-45529","서**별**중** ** **6**3**","11350","10300","1","0358","0002","","나동","401호",1.362,66
"1138010400104180015","202002","11470-9476","11740-100222053","서**별**강** ** **6**번**","11215","11900","1","0244","0010","논*동*1*3*2* *동*택","","201",1.1472,80
"1159010900106160003","202007","11530-100227614","11470-100188798","서**별**성** **동**1**2**","11470","10200","1","0925","0035","","","302호",1.0685,89
"1162010100117110006","202101","11290-22491","11740-100206316","서**별**중** ** **6**1**","11530","10600","1","1079","0026","다*빌","","401",1.6671,62
"1111010900100170000","202010","11215-20449","11260-100199578","서**별**종** **동**-**번**","11260","13500","1","0367","0008","필*스*빌","성신쉐르빌가동","302호",2.2574,101
"1168010100107040009","202002","11710-12773","11620-121822","서**별**동**구**안**4**-**지**","11380","10200","1","0135","0151","해*하*스","대우스위트힐","501",1.0452,86
"1121510300102220057","202001","11500-100330792","11710-100455694","서**별**동**구**량** **6**번**","11620","10900","1","0544","0004","","","301호",1.0362,65
"1114016200104321825","202101","11500-17646","11260-100183668","서**별**은** **동**7**지**","11500","10200","1","0099","0000","","","301",2.2876,61
"1153010700100500041","202005","11530-5399","11620-100261020","서**별**강** **동**7**6**지**","11350","10200","1","0312","0014","","","401호",1.934,45
"1174010900100480022","202010","11545-100233591","11470-88109","서**별**서** **동**5**-**지**","11380","10500","1","0056","0007","","나동","501",1.5429,49
"1171011100101700023","202011","11215-8491","11530-115138","서**별**강** **동**0**-**번**","11590","10100","1","0053","0056","","102동","삼층301호",1.0363,67
"1150010200103650102","202009","11260-100192289","11215-100218024","서**별**강** **동**8**2**지**","11470","10200","1","0023","0012","","","203",1.2245,36
"1135010500110480031","202009","11380-100243425","11545-42190","서**별**양** ** **6**","11530","10800","1","0443","0000","주*해*빌","영흥맨션","201",1.1626,45
"1138010500102160015","202010","11530-11202","11500-100298036","서**별**관** **동**5**9**","11470","12400","1","0227","0130","","B동","301",1.2685,50
"1150010300108820021","202004","11500-17591","11380-100300229","서**별**강** **동**1**-**지**","11650","17000","1","0206","0026","","","204호",1.3393,62
"1138010900102370049","202006","11380-28547","11230-83911","서**별**서** **동**4**1**지**","11530","10700","1","0464","0002","다*블*빌","2동","301",3.2799,66
"1174010900100330017","202008","11560-100209319","11680-100259313","서**별**은** **동**0**1**지**","11620","10600","1","0556","0033","","","302",1.6934,92
"1159010700101800024","202105","11200-100210597","11260-100216346","서**별**관** **동**6**-**지**","11215","10100","1","0028","0075","혜*팰*스","","403",0.8441,81
"1117010200100010226","202105","11410-25687","11305-67621","서**별**강** **산**7**-**번**","11710","10700","1","0077","0001","","","601",1.2296,138
"1154510300101690045","202105","11215-100185749","11410-84647","서**별**송** **동**0**3**지**","11215","11200","1","0981","0025","","","403호",1.3949,77
"1159010800100050002","202101","11140-9716","11305-87313","서**별**종** **동**9**번**","11710","10100","1","0762","0006","글*리*빌","","",1.0081,83
"1171011300100140003","202005","11305-100202410","11260-100243208","서**별**성** **동** **8**번**","11710","10500","1","0174","0005","캐*빌","","",2.0167,54
"1150010300103480008","202101","11260-100183995","11710-100246617","서**별**마** **동**6**8**","11560","10100","1","0030","0070","","","1층101호",2.0561,51
"1154510200110210037","202103","11380-29256","11500-146868","서**별**서**구**가** **1**번**","11560","12000","1","0033","0063","꿈*그*빌","삼광하이빌","202",2.5387,52
"1150010300100290078","202010","11545-7818","11260-100219248","서**별**서** **동**1**1**지**","11470","10900","1","0005","0005","경*센*빌","예건빌라","304",1.1946,58
"1174010900101670117","202008","11650-6514","11440-100202970","서**별**용** **동** **-**번**","11560","10800","1","0820","0123","스*힐*","","403",1.9145,53
"1162010200114150003","202006","11215-100244210","11410-92077","서**별**성** **동**3**3**번**","11380","10200","1","0900","0000","리*빌","","302",1.7188,64
"1111017300100230000","202008","11560-100208236","11500-100225142","서**별**강** **동**8**","11110","10100","1","0179","0002","","","307호",2.707,60
"1162010200100900068","202012","11500-100247912","11170-65292","서**별**도** **동**0**8**","11590","10300","1","0001","0041","우*빌*","","201",2.2936,53
"1129013300103850007","202007","11215-100209314","11620-94453","서**별**강** **동**6**8**","11380","17500","1","0150","0211","","","110호",1.26,48
"1135010200103760011","202007","11290-15125","11710-76163","서**별**광** **동**4**1**지**","11530","10300","1","0215","0195","","","302",1.2562,79
"1129013300100160506","202006","11500-100220629","11380-49622","서**별**서** **동**0**6**지**","11320","12500","1","0220","0034","현*빌*","A동","502",1.242,69
"1144012500102490014","202002","11650-100278035","11380-113959","서**별**동** **동**9**1**지**","11305","10100","1","0185","0021","신*그*빌","","502호",2.4416,51
"1129013500100070047","202103","11470-16300","11590-100204597","서**별**마** ** **-**지**","11470","11200","1","0083","0028","","주건축물제1동","502",1.1434,57
"1138010600101980024","202104","11320-4716","11545-69553","서**별**송** **동**1**1**","11545","10100","1","0494","0011","청* *라","","401",3.314,76
"1141011100102610005","202005","11305-13537","11470-94681","서**별**성** **동**6**4**지**","11530","11400","1","0208","0008","반*그*빌*(*차*","","203호",0.967,38
"1138010100103100002","202006","11305-28194","11740-79999","서**별**동** **동**1**1**지**","11545","10800","1","0827","0281","아*캐*","","202",1.1644,48
"1154510300108370005","202003","11215-20626","11545-100204361","서**별**양** ** **4**5**","11710","11200","1","0341","0000","","비동","401",3.6801,56
"1130510300100350010","202008","11200-7431","11620-77744","서**별**성** **동** **2**번**","11680","10700","1","0145","0015","대*빌*5*","","501호",2.5024,60
"1154510200103780326","202002","11320-4221","11215-100195590","서**별**금** **동**3**1**지**","11650","10600","1","0007","0034","씨*스*","","601",1.8945,51
"1153010900102130021","202009","11650-6966","11380-100195744","서**별**관** **동**0**7**지**","11380","11700","1","0092","0008","","","501",1.1786,42
"1147010300104420010","202005","11470-100226601","11380-100182005","서**별**양** **동**0**번**","11500","11100","1","0260","0032","","","401호",0.8191,79
"1130510300103480001","202003","11680-100222209","11590-100212959","서**별**도** ** **2**8**","11590","10100","1","0580","0012","","","301",1.4232,46
"1153010800101660004","202006","11260-13616","11260-100214358","서**별**송** **동**1**1**지**","11590","10200","1","0011","0006","","","",1.1117,222
"1123010800100600089","202101","11305-14023","11500-100236602","서**별**양** **동**5**1**지**","11560","10500","1","1158","0000","","","101호",2.0215,62
