"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","대상지주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","호_이름(HONAME)","건축연도(BLDCONYEAR)","본건_사례수(PRED_BON_CNT)","주변건_사례수(PRED_SARE_CNT)","면적대비_전세시세(DEPO_AREA_PRED)","예측_전세시세(DEPO_PRED)"
"1120010600101900063","202003","11320-100202601","11590-51620","서**별**동** **동**1**1**지**","11560","10300","1","541","1","","A동","302","2020",2,18,342.17,23334
"1132010600106590037","202103","11260-100212566","11680-100249854","서**별**송** **동**0**번**","11500","10900","1","343","13","","","501","1993",0,5,694.38,25670
"1159010200103040011","202003","11305-30764","11380-61374","서**별**강** **동**9**1**지**","11500","10700","1","319","98","","나동","202","2018",0,85,284.88,35352
"1126010100101560036","202105","11215-100229627","11560-115537","서**별**강** **동**0**5**지**","11380","11400","1","97","11","","","502","2003",0,66,293.35,22192
"1168011400106380006","202011","11230-28378","11260-100220278","서**별**강** **동**5**3**지**","11410","11100","1","24","16","","","301","2013",0,12,463.31,15495
"1153010200105510123","202002","11500-7181","11710-100539805","서**별**동** **동**1**지**","11320","10300","1","190","7","","","301호","2013",2,13,679.95,18573
"1130510300105360000","202009","11620-100274388","11230-100225255","서**별**중** **동**3**9**","11590","12900","1","439","50","","","이층302호","2013",0,2,573.64,15422
"1129013300102660516","202008","11290-5542","11620-84216","서**별**마** **동**8**6**","11305","10800","1","986","28","임*폴*리*","","202","1996",5,17,454.21,17906
"1138010200100750022","202008","11470-100197896","11500-148308","서**별**은** **동**0**3**지**","11590","10100","1","385","117","대*아*빌","정진빌라","1605","2013",17,3,292.42,26802
"1141011700104370019","202011","11410-25731","11320-76245","서**별**은** **동**5**5**","11350","10600","1","107","16","","","402","2004",0,35,534.99,26435
"1132010800106030028","202104","11650-13946","11500-100263397","서**별**은** **동**-**지**","11215","10300","1","362","19","","","301","1997",1,16,759.76,29408
"1168010800100520002","202005","11620-100242993","11560-100263350","서**별**광** ** **0**5**","11320","10100","1","34","37","지*하*스","","301","1997",17,5,218.45,27042
"1138010700101190010","202002","11215-20798","11380-83766","서**별**마** **동**9**9**","11215","10200","1","169","51","위* *엠","","601호","2003",0,10,517.55,12110
"1130510300103580003","202101","11530-19676","11740-100248651","서**별**강** **동**5**3**번**","11170","10100","1","56","9","","","302","1996",6,4,546.65,25053
"1150010100102670007","202011","11440-100233974","11500-100233304","서**별**송** **동**8**3**","11740","10300","1","772","12","그*스*이*","","202호","2013",0,9,648.82,144245
"1129013500100810042","202006","11710-100451918","11740-77181","서**별**강** **동**4**1**지**","11410","17400","1","153","41","","","1층101호","2015",4,54,293.94,20704
"1141012000103260019","202008","11545-100254942","11620-123083","서**별**광** ** **9**","11290","10600","1","93","311","승*휠*운","104동","제302호","2002",11,19,262.9,18934
"1144012500100360003","202003","11305-100219194","11260-100232607","서**별**강** **동**7**9**","11260","11200","1","19","48","풍*캐*","","101호","2016",0,6,340.13,25766
"1159010200100330008","202101","11590-21459","11500-100283678","서**별**동** **진**2**-**번**","11470","10400","1","524","2","","","1층2","2012",0,11,571.19,16255
"1147010200103240094","202105","11320-13596","11590-55196","서**별**구** ** **4**번**","11710","12000","1","491","28","","","503호","2002",26,5,283.01,21654
"1121510500102210016","202105","11590-100205933","11710-81579","서**별**관** **동**8**8**지**","11110","10600","1","245","36","가*쉐*빌","","504","2013",0,5,256.1,19477
"1174010500104100008","202012","11320-4810","11680-99593","서**별**서** **동**9**9**","11650","10400","1","462","26","","","203호","2008",1,24,1303.13,14912
"1159010400100490026","202006","11110-24902","11140-70465","서**별**강** ** **8**4**지**","11680","10900","1","227","0","","","203","2013",0,21,788.43,16281
"1168010300112560003","202103","11230-35337","11710-84837","서**별**서**구**가** **1**9**","11545","10300","1","150","804","","","302","2011",1,44,617.2,30283
"1144012300104310015","202101","11590-100211676","11440-105049","서**별**강** **동**4**1**지**","11740","10900","1","135","0","차*스*이*","제기파크빌1","206호","2018",4,11,309.63,7035
"1138010700106010024","202001","11710-4030","11680-92566","서**별**도** **동**0**지**","11350","10900","1","19","3","","","4층401호","2008",0,89,299.84,13944
"1121510300102070009","202004","11740-6174","11560-100242363","서**별**영**구**길**3**-**번**","11530","10300","1","227","13","리*힐","","401","2001",2,1,918.32,14805
"1129010200101060026","202004","11170-6354","11380-100214390","서**별**은** **동**7**5**","11215","10300","1","543","12","","","202","2018",21,17,390.51,10342
"1130510300102220034","202101","11680-14807","11260-75389","서**별**성** **동** **2**번**","11620","11400","1","670","14","디*스*라* *동","굿모닝빌1동","401호","2020",4,13,219.94,13812
"1129013600102310000","202009","11710-100493564","11320-100181536","서**별**강** **동**1**-**지**","11680","10100","1","301","389","휴*슬","","603","2016",0,14,386.57,25698
"1126010500101370001","202010","11380-28671","11740-100244434","서**별**강** **동**3**6**","11380","11700","1","603","0","성*주*","","301호","2002",3,3,568.7,18766
"1135010500101690480","202005","11350-100202591","11305-43765","서**별**송** **동**2**5**","11230","10500","1","434","34","","늘봄맨션","1층2호","2020",0,80,340.71,26333
"1171010800100210003","202005","11530-23339","11740-100218868","서**별**은** **동**8**8**","11170","10600","1","534","304","","","403호","1986",0,16,557.52,14247
"1111010900101140002","202103","11590-100206156","11215-100240451","서**별**강** **동**5**1**지**","11110","10200","1","21","105","중*빌*트","","402","2017",3,20,403.23,20175
"1153010700103260008","202005","11620-27992","11560-122376","서**별**강** **동**5**2**","11440","10500","1","233","10","태*맨*","","301","2008",0,7,545.05,20195
"1130510100104500046","202005","11680-15890","11440-100184525","서**별**서**구**가** **7**번**","11410","18300","1","741","31","유*빌*지* *차","굿모닝빌","501","2002",8,19,570.4,16759
"1156010300100280109","202011","11530-5404","11620-100220099","서**별**금** **동**9**2**","11440","10600","1","169","0","탑*리*","","201","2008",1,16,746.23,10033
"1147010300104470009","202003","11260-100236778","11440-99918","서**별**강** **동**7**3**지**","11530","10200","1","293","5","","","303","2001",12,6,300.81,18125
"1174010900103970419","202105","11440-29637","11470-74501","서**별**동** **동**0**2**번**","11440","12000","1","137","18","미*빌*","","601","2017",4,99,589.07,9032
"1168010800100390007","202009","11440-100237934","11530-77601","서**별**도** **동**6**1**","11230","10200","1","130","33","영*하*징","","이층나호","2005",2,11,422.41,11516
"1162010100101000572","202003","11380-100223916","11260-35585","서**별**도** ** **6**7**","11215","10400","1","791","25","","","304","2002",2,7,202.01,27102
"1174010700104900030","202010","11650-10276","11710-100467313","서**별**강** **동**0**1**지**","11530","10200","1","561","57","선*시*빌","시온그랜드빌B","302","2000",0,0,255.27,5513
"1121510100100620046","202004","11410-100193416","11545-69386","서**별**중** **동**1**3**지**","11680","10900","1","942","179","","","501호","1991",2,7,483.66,22250
"1111016900100050045","202005","11470-100208801","11410-100192400","서**별**중** **동**9**1**","11500","10200","1","320","1","몽*빌*4","","501호","2001",0,27,396.12,33970
"1126010300102900024","202011","11410-17096","11410-84726","서**별**마** **동**4**3**","11530","10700","1","8","0","하*빌*차","","401","2000",0,6,314.4,22690
"1144012200103560004","202005","11290-11850","11290-100236216","서**별**관** **동**4**1**번**","11380","10300","1","351","30","카*리*빌","","101","2008",2,50,208.56,15582
"1165010100108570025","202103","11350-100208192","11380-48718","서**별**송** **동**5**1**지**","11590","10300","1","612","7","태*주*","","1층1호","2016",13,10,564.64,29198
"1141011600100900046","202005","11380-100299634","11530-100231503","서**별**구** **동**4**6**지**","11710","13900","1","172","28","","","502","2013",2,29,574.96,11331
"1138010600100500015","202102","11590-13262","11260-37759","서**별**강** **동**9**4**지**","11440","10800","1","42","1","","","402호","2017",0,29,286.75,17540
"1138010300104340002","202012","11620-100190389","11710-64194","서**별**도** **동**6**4**","11500","11800","1","22","13","더* *","신호빌5차","101","2015",2,7,329.42,23917
"1132010700104480051","202010","11290-100242510","11470-100215137","서**별**성** **동**2**3**지**","11740","10100","1","944","35","다*빌*지","","502","1993",0,46,301.35,30650
"1126010400102400076","202101","11500-100224201","11380-108030","서**별**동**구**두**3**6**번**","11710","12000","1","296","48","","","402호","2002",33,18,208.49,27125
"1150010300111000005","202002","11530-100243996","11740-100246400","서**별**강** **동**6**6**지**","11590","16200","1","337","316","진*아*란*","","302","2014",0,10,294.88,23034
"1150010300101050087","202007","11110-19447","11650-100281442","서**별**강** **동**1**-**번**","11740","10300","1","610","37","","B동","401","2013",3,56,1071.4,17260
"1132010500105330046","202003","11680-100222061","11200-33626","서**별**서**구**아** **6**번**","11680","10800","1","484","557","프*임*","","402","2015",0,16,285.45,29705
"1126010600103930001","202103","11530-7085","11170-55793","서**별**송** **동**1**2**","11215","10200","1","1480","16","웰*치*크","","301호","2002",2,0,284.87,25388
"1159010800100440093","202005","11530-19067","11590-100186272","서**별**송** **동**3**1**지**","11215","10700","1","435","6","비*아*빌","","302","1993",15,34,400.08,10224
"1144012400102540020","202010","11380-100221180","11530-100229922","서**별**강** **동**5**4**번**","11470","10100","1","122","5","","104동","3층5호","2002",20,12,756.99,18766
"1144012500100270000","202006","11680-10932","11500-100252990","서**별**동**구**안**4**-**지**","11410","10500","1","674","13","한*S*래*","","403","1986",16,15,767.7,29283
"1168010500100320005","202006","11500-100209450","11410-100226180","서**별**송** **동**1**4**","11440","13900","1","149","19","목*빌*","7동","202","2012",2,28,773.47,22037
"1150010300104700021","202104","11500-100257712","11320-31722","서**별**송** **동**6**5**","11380","10100","1","42","9","","B동","401","2013",0,23,351.65,25383
"1144011500102620004","202011","11530-8630","11710-82584","서**별**은** **동**0**7**","11230","10700","1","273","20","황*빌*","","403","1998",6,33,667.02,20527
"1117011900100050095","202102","11740-14007","11500-100220843","서**별**마** **동**6**3**","11440","10500","1","423","17","에*엠*크*","B동","901","2011",0,60,246.88,28353
"1154510200110720051","202001","11500-23975","11110-77769","서**별**송** **동**5**1**","11650","10600","1","244","44","","","201","1990",0,7,441.31,13713
"1132010600103140023","202009","11470-9604","11410-100239307","서**별**광** **동**8**1**지**","11230","10300","1","159","1","","","102호","2016",1,162,316.2,30535
"1159010800100200025","202005","11740-100201116","11305-42649","서**별**관** **동**1**1**번**","11500","10300","1","1116","14","조*빌","나동","502호","1994",14,8,585.97,17501
"1159010700103050008","202104","11530-7196","11680-169014","서**별**구** **동**5**8**지**","11650","17400","1","734","93","","","401","1994",15,30,255.27,18928
"1121510300102150001","202003","11380-19048","11590-96925","서**별**동**구**안**4**-**번**","11215","10300","1","169","6","가*빌","나동","203","1989",0,54,649.85,14912
"1130510100102580662","202011","11290-10042","11320-100192560","서**별**동** **방**3**-**지**","11500","10300","1","109","43","투*베*트*","101동","105","1997",3,47,651.73,18967
"1130510100103200020","202104","11260-100246330","11545-100260713","서**별**서** **동**5**1**지**","11470","10200","1","221","44","","","301","2002",7,20,306.01,18003
"1153010700103300019","202009","11215-8769","11710-109977","서**별**마** **산**1**8**","11215","10100","1","456","135","","","302","1991",1,7,324.36,28775
"1168010100106950031","202005","11215-100182602","11215-100243188","서**별**용** **동**8**6**지**","11650","10500","1","14","0","대*빌*","","201","2001",42,18,255.9,25469
"1147010200101310117","202003","11680-100272294","11260-100212967","서**별**구** **동**1**2**","11680","10100","1","327","183","","","104","2018",3,7,480.2,16102
"1141011900102770019","202105","11710-13935","11620-98577","서**별**강** ** **4**번**","11380","10100","1","18","9","","","101","1981",0,11,291.41,23818
"1126010600104550004","202104","11710-17149","11710-100479100","서**별**강** **동**3**번**","11680","10500","1","3","10","","","502","1996",7,9,519.48,18182
"1159010800103840002","202010","11680-100217709","11200-62925","서**별**양** **동**2**-**지**","11710","10300","1","706","14","","","1층101호","1987",1,79,313.52,19194
"1171011300100140005","202102","11590-100219702","11620-76482","서**별**관** **동**4**4**지**","11170","11400","1","467","9","수*렉*빌","","301호","1998",0,8,606.64,13508
"1153010900102130021","202001","11620-11342","11500-92643","서**별**양** **동**8**6**","11305","10200","1","134","30","한*빌*","","1층201호","1992",0,13,730.93,22997
"1159010900103640200","202009","11590-100181463","11470-116885","서**별**성** **동**0**1**번**","11680","10200","1","360","4","","","3층302호","2002",3,35,280.83,25283
"1171011100101150018","202004","11500-11986","11230-100232558","서**별**송** **동**0**1**","11740","10400","1","232","2","해*하*스*가*","","301","2005",4,15,390.43,10689
"1138010600100830023","202006","11170-11539","11110-51142","서**별**송** **동**8**번**","11305","10300","1","204","61","","","201","2005",12,28,447.24,14151
"1162010300110650022","202005","11560-100224698","11440-100181645","서**별**중** ** **6**2**","11260","10900","1","326","58","이*엠","그린힐","403호","2002",0,59,613.03,45453
"1171010400101360021","202102","11650-7080","11215-28627","서**별**노** **동**8**1**지**","11740","10600","1","445","36","유*빌*지","","1층102","2002",4,9,778.92,21070
"1154510300108270058","202105","11380-100307154","11680-122825","서**별**중** **동**1**2**지**","11500","11800","1","25","2","하*쉐*빌","","401","1993",2,23,399.72,14896
"1130510300105190006","202102","11710-12687","11530-88496","서**별**양** **동**8**6**","11350","18300","1","720","31","","","201","2017",0,4,1153.32,12921
"1147010300109230005","202006","11380-100248977","11215-70589","서**별**강** **동**2**6**","11200","10500","1","181","39","에* *d*n","","301","2019",3,28,800.88,13570
"1150010300100240604","202105","11680-7261","11140-40397","서**별**동**구**안**3**-**지**","11620","10700","1","157","1990","","","401","2002",4,13,338.67,20483
"1138010700101950025","202002","11680-12857","11380-46031","서**별**강** **동**9**번**","11470","10200","1","285","40","다*하*스","102동","701","1995",0,7,370.83,36635
"1162010100106350467","202008","11410-100194455","11320-45814","서**별**강** **동**0**1**지**","11500","12200","1","258","283","화*빌*지","","302호","2004",1,8,417.43,11275
"1168010100106900010","202010","11260-100227990","11380-64453","서**별**강** **동**8**2**지**","11290","10700","1","122","9","진*위*빌","가동","302","2017",0,15,248.39,19314
"1159010200102790518","202101","11305-17828","11590-64022","서**별**도** **동**8**3**지**","11740","10700","1","36","229","월*파*뷰","","301호","2013",0,5,852.23,22669
"1123010600102980005","202009","11500-19957","11500-100264369","서**별**강** **동**4**1**지**","11215","10600","1","409","163","석*빌*지","하늘아트빌","101","2016",0,285,490.43,23637
"1129011900103190001","202005","11260-100206514","11680-75441","서**별**양** **동**1**-**번**","11500","13800","1","477","457","","","202","2012",6,17,1147.8,15014
"1138010800100520066","202006","11290-44247","11440-100216886","서**별**마** **동**5**1**지**","11305","10700","1","105","82","","가동","101","2013",0,11,314.57,17166
"1126010100100010035","202105","11545-8802","11230-80337","서**별**광** **동**1**3**","11680","10300","1","116","3","","","1층102호","1985",0,2,413.46,17026
"1156010700100400001","202007","11260-17241","11710-100520765","서**별**강** **동**0**-**번**","11710","13500","1","92","12","","103동","502","2014",17,43,588.83,23917
"1111017100100840001","202008","11380-100238446","11710-100492820","서**별**강** **동**8**2**지**","11710","11800","1","159","6","스*이*코*B","타워빌","2층201호","2016",0,21,578.45,13798
"1171010700100160025","202104","11500-10391","11620-100222427","서**별**동** **방**4**-**번**","11290","12100","1","241","5","","나동","202호","2010",3,4,445.79,19730
"1147010100101280044","202002","11530-100225145","11710-148480","서**별**광** **동**5**0**","11215","10800","1","148","45","신*리*","","307호","2003",2,17,287.13,13104
"1174010800105550010","202003","11710-100236437","11380-100190770","서**별**은** **동**4**1**지**","11410","10100","1","19","12","","","102","1987",0,36,869.18,31202
"1168010100106870018","202006","11710-14182","11440-98896","서**별**은** **동**-**9**","11545","17400","1","88","50","","","203호","2003",19,35,491.44,37361
"1153010200107150005","202105","11590-100216805","11305-41579","서**별**은** **동**2**4**지**","11500","11000","1","530","176","","","202","2012",2,60,423.5,31175
"1138010800100730025","202102","11500-100257712","11620-83239","서**별**마** **동**2**2**지**","11470","10200","1","230","18","","송림주택","502","2017",1,0,623.43,16973
"1144012400105610070","202102","11170-6002","11560-130462","서**별**강** **동**2**4**지**","11410","10700","1","840","10","","","203","2018",0,63,528.84,15374
"1150010300109550007","202008","11230-100210443","11110-44599","서**별**강** **동**1**-**지**","11545","10100","1","229","23","파*리*","","105호","2012",0,20,243.56,12845
"1141011900100030093","202009","11260-100196846","11410-41281","서**별**광** **동**7**1**지**","11440","10300","1","662","51","행*쉐*빌","","301","2002",2,18,292.89,12619
"1129011300100670000","202005","11410-1435","11290-63720","서**별**동**구**농**1**-**번**","11620","11800","1","85","23","아*리*","","202","2001",0,29,377.48,20531
"1129012700102320001","202011","11290-100264213","11320-102115","서**별**강** **동**4**3**","11710","10900","1","45","35","","102동","201호","2014",5,77,438.13,24754
"1162010200116630026","202103","11320-16637","11410-89339","서**별**강** **동**1**1**지**","11215","10200","1","235","7","","","502","2014",20,13,346.95,10462
"1126010400102380025","202006","11350-100198011","11620-122914","서**별**동** **동**7**5**번**","11440","13300","1","394","22","","","401","2016",1,9,486.74,8769
"1162010200105980004","202003","11500-11815","11710-100228217","서**별**강** **산**6**-**번**","11710","11100","1","840","91","진*리*스","","202","2021",14,126,257.28,22169
"1129013700100240034","202011","11380-100229306","11305-100195011","서**별**강** **동**4**1**","11620","10500","1","149","4","3*4*5*세*주*","","202","2002",0,7,847.4,12476
"1174010900102190001","202012","11380-100301314","11290-100222197","서**별**광** **동**4**4**지**","11305","10400","1","1","0","신*빌*","1동","501","2018",5,211,518.15,30566
"1165010100104370009","202103","11440-100210532","11500-100249633","서**별**강** **동**4**2**","11380","10100","1","180","17","","","204","1976",7,7,378.11,18505
"1168010600109050014","202003","11350-9249","11290-121838","서**별**도** **동**4**번**","11590","10300","1","98","79","","","1층102호","1994",1,4,598.79,26737
"1159010600101020023","202102","11470-100220585","11380-100192755","서**별**마** **동**7**7**","11305","10700","1","367","64","호*빌*지","101동","302","2017",1,84,270.18,17693
"1147010300101350010","202002","11410-2165","11530-100214683","서**별**강** **동**5**8**지**","11620","10700","1","223","4","더*우*(*H* *O*S*)","","202","2004",0,45,261.85,15475
"1130510100104500015","202009","11710-8220","11410-45143","서**별**관** **동**4**1**번**","11380","10600","1","13","4","삼*빌*","","703","1992",0,7,755.43,27578
"1165010100108570001","202008","11380-100304494","11530-100217240","서**별**강** **동**9**2**","11470","11700","1","355","19","논*빌","","302","2002",4,26,434.46,21649
"1150010900101320010","202009","11710-8833","11710-100522748","서**별**종** **동**3**2**지**","11590","10400","1","256","6","소*노*레*","나동","2층201호","2019",5,4,348.63,40103
"1150010300111200002","202002","11350-15342","11620-100207103","서**별**영**구**길**2**0**","11380","10800","1","136","14","행*빌","","102호","2016",18,7,849.56,17475
"1126010500105130029","202003","11710-100239648","11110-72867","서**별**송** **동**1**","11290","10200","1","27","28","링*2*3","","201","2013",0,61,397.14,24287
"1138010800100260015","202009","11500-100273652","11380-100273000","서**별**서**구**천**5**-**지**","11380","10300","1","218","27","반*v*l*a*e","101동","206","1993",2,36,874.3,30259
"1165010100108260001","202001","11470-11889","11170-44069","서**별**금** **동**1**1**","11230","10200","1","347","4","R*U*","","302","2020",0,42,305.9,23602
"1126010300103300042","202103","11260-100215661","11410-32083","서**별**강** **동**5**3**지**","11500","10400","1","318","3","경*빌*","","302","1989",0,13,229.65,37777
"1141011800104140021","202006","11290-100251269","11200-55375","서**별**마** **동**8**1**지**","11380","10300","1","122","9","안*재","","501","2012",0,21,508.98,10980
"1153010700103130006","202010","11470-100197126","11650-55182","서**별**송** **동**8**번**","11215","10100","1","28","305","","","203호","2000",4,12,1652.78,8883
"1138010800100220009","202105","11215-10117","11560-100224420","서**별**강** **동**9**4**","11380","12300","1","470","7","라*하*츠*라","","302호","1994",0,17,347.98,14535
"1154510200101940013","202101","11500-100184471","11590-100236206","서**별**구** **동**1**1**지**","11170","10300","1","1518","274","대*파*빌","A동","202","1996",1,53,299.88,13928
"1162010200106100121","202003","11140-21692","11710-149410","서**별**은** **동**3**5**","11740","10100","1","268","4","역*동*자*의*","","302","2018",3,7,560.59,20204
"1130510200101480309","202102","11350-100188993","11320-102388","서**별**관** **동**9**9**","11740","10600","1","526","83","","","402호","2003",11,33,484.87,21370
"1126010400101210084","202008","11590-100208496","11305-73838","서**별**중** **동**7**8**지**","11545","10800","1","297","10","차*빌","","202","1980",0,8,236.23,22985
"1111018600102350014","202008","11710-23874","11620-102201","서**별**송** **동**7**지**","11545","11100","1","1592","115","","","2층202호","1983",7,24,308.12,12706
"1165010100105410152","202006","11500-26766","11590-58859","서**별**강** **동**5**4**지**","11470","10200","1","578","3","베*트*","제3동","505","2016",2,4,241.99,24894
"1154510200109570002","202008","11710-16948","11320-100206968","서**별**용** **원**1**-**번**","11350","10900","1","86","30","정*아*빌","삼보월드빌","501호","2017",0,6,316.55,20866
"1150010300104300010","202009","11200-4293","11380-106510","서**별**광** **동**1**번**","11440","10700","1","178","43","체*빌","101동","302","1987",17,11,336.75,24357
"1141012000100050193","202003","11320-4723","11710-100234747","서**별**광** **동**4**4**지**","11260","12100","1","256","17","아*스*","","501","2015",22,4,504.99,34987
